GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Pfam_IDs	InterPro_IDs	InterPro_Descriptions	GO_Terms
TRINITY_DN276_c0_g2	746.802613321211	0.0850808800907748	0.33964092007121	0.25050244261774	0.802198815971326	0.993229911836246	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN41431_c0_g1	3934.63134545229	0.0858265751945621	0.329862235088992	0.260189151908849	0.794717871694082	0.993229911836246	PF09165,PF00355,PF02921	IPR015248,IPR017941,IPR004192	Ubiquinol-cytochrome c reductase 8kDa, N-terminal; Rieske [2Fe-2S] iron-sulphur domain; Cytochrome b-c1 complex subunit Rieske, transmembrane domain	GO:0008121|GO:0051537
TRINITY_DN13796_c0_g1	530.22594512246	-0.142776030864433	0.575052505412577	-0.248283468936453	0.803915088517715	0.993502952612971	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN2388_c0_g1	799.488574192231	-0.0472950477431113	0.262988243566867	-0.179837117818105	0.857280442841055	0.993615526114801	PF13358,PF04442	IPR038717,IPR007533	Tc1-like transposase, DDE domain; Cytochrome c oxidase assembly protein CtaG/Cox11	-|GO:0005507
TRINITY_DN25596_c0_g1	4.56902219813321	-0.252063416491357	1.25742080386158	-0.200460669743384	0.841120314656206	0.993615526114801	PF00743	IPR020946	Flavin monooxygenase-like	GO:0004499|GO:0050660|GO:0050661
TRINITY_DN3972_c1_g1	121.213523253645	-0.456125400517612	1.99333666811492	-0.228825068947819	0.819004881476441	0.993615526114801	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN4553_c0_g1	4138.26574208198	0.043772034597126	0.251449746793126	0.174078658480966	0.861803645177981	0.993615526114801	PF00173	IPR001199	Cytochrome b5-like heme/steroid binding domain	-
TRINITY_DN52683_c0_g1	3.9863848197246	-0.247652028789403	1.13085930642973	-0.218994553417324	0.826654290539775	0.993615526114801	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN3260_c0_g1	1311.9430723258	0.046528679125934	0.283282773596247	0.16424817695498	0.869535776329314	0.993780419764649	PF00398,PF09813	IPR001737,IPR018628	Ribosomal RNA adenine methyltransferase KsgA/Erm; Cytochrome c oxidase assembly factor 3, mitochondrial, coiled-coil domain	-
TRINITY_DN1229_c0_g1	7435.32250627701	-0.036874207596253	0.229895910735622	-0.160395230512203	0.872569746480474	0.993947052075868	PF00175,PF00970	IPR001433,IPR008333	Oxidoreductase FAD/NAD(P)-binding; Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain	GO:0016491|-
TRINITY_DN1100_c17_g1	6.98888521892998	-0.173242119717794	1.10042235646571	-0.157432388300621	0.87490408953786	0.994169566179753	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN7804_c0_g1	254.537350797157	0.0375891869340236	0.239743432649313	0.15678922470843	0.875410965255087	0.994169566179753	PF10231	IPR018796	Cytochrome c oxidase assembly factor 8	GO:0097193
TRINITY_DN6674_c1_g4	6418.51028751555	0.0458585555221464	0.329853205922927	0.139027163291727	0.88942868428301	0.995747398016543	PF02238	IPR039297	Cytochrome c oxidase subunit VII	-
TRINITY_DN325_c0_g1	5760.22158003578	0.0208769614599511	0.247883543380117	0.084220844898676	0.932880845234013	0.998441039297893	PF00173,PF04116	IPR001199,IPR006694	Cytochrome b5-like heme/steroid binding domain; Fatty acid hydroxylase	-|GO:0005506|GO:0008610|GO:0016491
TRINITY_DN48526_c0_g1	1703.66640621788	0.033049058991143	0.433992962324356	0.0761511403644443	0.939298854096146	0.998487126655732	PF03188	IPR006593	Cytochrome b561/ferric reductase transmembrane	-
TRINITY_DN2195_c0_g1	207.461935359016	-0.00935678303032061	0.237992441773353	-0.0393154629642875	0.968638878485033	0.998924184261371	PF00173,PF15386	IPR001199,IPR028149	Cytochrome b5-like heme/steroid binding domain; Tantalus-like	-
TRINITY_DN4089_c0_g1	296.05956840278	-0.0136558001703635	0.279605776996988	-0.0488394779143301	0.961047220872033	0.998924184261371	PF08583	IPR013892	Cytochrome c oxidase biogenesis protein Cmc1-like	-
TRINITY_DN414_c0_g2	1805.29829759278	0.018236707880954	0.591366936163847	0.0308382271069366	0.975398554084438	0.999029113026557	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN727_c1_g1	120.055138208688	0.00566046134197091	0.756126906765397	0.00748612606075025	0.99402699138593	0.999669821502143	PF00173	IPR001199	Cytochrome b5-like heme/steroid binding domain	-
TRINITY_DN26550_c0_g2	3.41318254647691	-2.70567211464933	1.45815763150816	-1.85554157944562	0.0635189273780607	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN2768_c0_g1	2099.00100991822	1.65966493758791	0.903236640046361	1.83746414173668	NA	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN30540_c0_g1	1.8498460020585	-2.2089724506225	1.91691972745404	-1.15235521810626	0.249175135016555	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN31252_c0_g1	2.00956312677081	-0.789396904353845	1.49007113333484	-0.529771288560663	0.596270514146717	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN38689_c0_g1	3.33319553548031	-1.2539023509883	1.48190580818236	-0.846141734558876	0.397473681137918	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
TRINITY_DN56789_c0_g1	1.9913692381052	-0.606288856512746	2.03141621378507	-0.298456245647005	0.765354966071369	NA	PF00067	IPR001128	Cytochrome P450	GO:0004497|GO:0005506|GO:0016705|GO:0020037
