qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	qlen	sstart	send	slen	evalue	bitscore	qcov	scov
TRINITY_DN26147_c0_g1_i1.p1	Spodoptera|XP_050558885.1	61.538	13	5	0	68	80	101	12	24	450	0.80	19.6	12.8713	2.88889
TRINITY_DN186_c0_g4_i1.p1	Spodoptera|XP_035431091.1	40.000	30	16	1	278	305	421	166	195	388	0.74	22.3	7.12589	7.73196
TRINITY_DN186_c0_g5_i1.p1	Bmori|XP_012546165.2	27.941	68	37	3	4	62	103	55	119	276	0.43	20.4	66.0194	24.6377
TRINITY_DN25234_c0_g1_i1.p1	Spodoptera|XP_035435228.2	35.294	34	22	0	322	355	368	126	159	172	0.47	22.7	9.23913	19.7674
TRINITY_DN25234_c0_g1_i1.p1	Spodoptera|XP_050558326.1	31.481	54	29	3	183	236	368	470	515	556	0.51	22.7	14.6739	9.71223
TRINITY_DN25234_c0_g2_i1.p1	Bmori|XP_062526798.1	30.000	40	28	0	242	281	375	206	245	332	0.093	25.0	10.6667	12.0482
TRINITY_DN1550_c0_g1_i6.p1	Bmori|NP_001037546.1	29.577	71	46	3	90	159	218	25	92	220	0.038	25.0	32.5688	32.2727
TRINITY_DN1550_c0_g1_i6.p1	Spodoptera|XP_050558885.1	38.889	18	11	0	62	79	218	354	371	450	0.61	21.6	8.25688	4
TRINITY_DN708_c2_g1_i2.p1	Spodoptera|XP_050558326.1	35.135	37	12	1	143	167	327	94	130	556	0.046	25.8	11.315	6.65468
TRINITY_DN708_c2_g1_i2.p1	Bmori|XP_062528878.1	35.484	31	8	1	149	167	327	16	46	259	0.74	21.9	9.48012	11.9691
TRINITY_DN4032_c0_g1_i2.p1	Spodoptera|XP_035440580.2	45.455	22	12	0	97	118	138	11	32	221	0.39	21.2	15.942	9.95475
TRINITY_DN7194_c1_g1_i2.p1	Spodoptera|XP_050562835.1	75.000	8	2	0	67	74	109	698	705	1896	0.67	20.0	7.33945	0.421941
TRINITY_DN5759_c0_g1_i1.p1	Spodoptera|XP_050558941.1	38.462	26	16	0	516	541	760	212	237	821	0.37	24.6	3.42105	3.16687
TRINITY_DN5759_c0_g1_i1.p1	Spodoptera|XP_050558940.1	38.462	26	16	0	516	541	760	212	237	877	0.37	24.6	3.42105	2.96465
TRINITY_DN24437_c0_g1_i2.p1	Spodoptera|XP_050558885.1	36.111	36	21	1	18	51	133	251	286	450	0.38	21.2	27.0677	8
TRINITY_DN38473_c0_g1_i10.p1	Spodoptera|XP_050562835.1	23.188	69	51	1	22	90	397	280	346	1896	0.089	25.4	17.3804	3.63924
TRINITY_DN3235_c0_g1_i1.p1	Spodoptera|XP_050558326.1	29.412	51	36	0	273	323	483	502	552	556	0.84	22.7	10.559	9.17266
TRINITY_DN49723_c0_g1_i1.p1	Bmori|XP_012548985.2	26.471	68	46	2	76	142	144	41	105	387	0.11	23.1	47.2222	17.5711
TRINITY_DN2322_c0_g1_i3.p1	Spodoptera|XP_035443792.1	30.000	30	21	0	124	153	214	195	224	260	0.17	23.1	14.0187	11.5385
TRINITY_DN2322_c0_g1_i3.p1	Spodoptera|XP_035443791.1	30.000	30	21	0	124	153	214	195	224	283	0.20	23.1	14.0187	10.6007
TRINITY_DN2322_c0_g1_i3.p1	Bmori|NP_001040533.1	26.667	30	22	0	124	153	214	195	224	260	0.35	22.3	14.0187	11.5385
TRINITY_DN2322_c0_g1_i3.p1	Spodoptera|XP_035440580.2	56.250	16	5	1	19	34	214	43	56	221	0.38	21.9	7.47664	7.23982
TRINITY_DN2322_c0_g1_i3.p1	Bmori|XP_012544301.1	26.667	30	22	0	124	153	214	195	224	282	0.43	21.9	14.0187	10.6383
TRINITY_DN2322_c0_g3_i1.p2	Spodoptera|XP_035445331.2	27.381	84	59	2	26	108	142	55	137	149	0.024	24.6	59.1549	56.3758
TRINITY_DN2322_c0_g3_i1.p2	Bmori|NP_001040283.1	34.000	50	33	0	26	75	142	55	104	149	0.024	24.6	35.2113	33.557
TRINITY_DN3079_c1_g2_i2.p1	Bmori|XP_004930497.3	48.387	31	15	1	35	64	121	307	337	364	0.068	23.1	25.6198	8.51648
TRINITY_DN9734_c0_g1_i15.p1	Bmori|XP_012546165.2	28.814	59	35	3	169	226	256	64	116	276	0.67	21.6	23.0469	21.3768
TRINITY_DN9734_c0_g1_i15.p1	Bmori|XP_004930497.3	35.000	40	26	0	89	128	256	181	220	364	0.77	21.6	15.625	10.989
TRINITY_DN7728_c1_g1_i1.p1	Spodoptera|XP_050562835.1	34.884	43	25	1	59	101	106	147	186	1896	0.066	23.1	40.566	2.26793
TRINITY_DN9036_c0_g1_i1.p1	Bmori|XP_037874601.1	26.923	78	46	3	205	279	443	70	139	217	0.11	25.0	17.6072	35.9447
TRINITY_DN9036_c0_g1_i1.p1	Spodoptera|XP_035441818.2	27.869	61	30	2	202	248	443	72	132	230	0.76	22.3	13.7698	26.5217
TRINITY_DN19544_c0_g1_i10.p1	Bmori|XP_012548985.2	25.758	66	41	2	163	224	397	277	338	387	0.68	22.3	16.6247	17.0543
TRINITY_DN13046_c0_g1_i1.p1	Spodoptera|XP_050557506.1	41.667	24	14	0	238	261	289	168	191	433	0.48	22.3	8.3045	5.54273
TRINITY_DN2323_c0_g1_i3.p1	Spodoptera|XP_035445331.2	23.077	65	45	1	68	132	197	73	132	149	0.96	20.4	32.9949	43.6242
TRINITY_DN21397_c0_g1_i1.p1	Spodoptera|XP_050562835.1	32.075	53	35	1	43	94	721	842	894	1896	0.21	25.4	7.3509	2.79536
TRINITY_DN6117_c1_g1_i11.p1	Spodoptera|XP_035441818.2	38.235	34	18	1	278	311	550	154	184	230	0.58	23.1	6.18182	14.7826
TRINITY_DN6117_c1_g1_i11.p1	Spodoptera|XP_035440580.2	22.973	74	56	1	386	459	550	124	196	221	0.62	23.1	13.4545	33.4842
TRINITY_DN602_c0_g1_i4.p1	Spodoptera|XP_050562835.1	38.095	42	23	1	1108	1146	1786	259	300	1896	0.50	25.4	2.35162	2.21519
TRINITY_DN602_c0_g1_i4.p1	Spodoptera|XP_050562835.1	22.222	63	48	1	1706	1768	1786	347	408	1896	0.84	24.6	3.52744	3.32278
TRINITY_DN4705_c0_g2_i4.p1	Bmori|NP_001040533.1	28.358	67	43	3	203	266	394	106	170	260	0.042	26.2	17.0051	25.7692
TRINITY_DN4705_c0_g2_i4.p1	Bmori|XP_012544301.1	28.358	67	43	3	203	266	394	106	170	282	0.047	26.2	17.0051	23.7589
TRINITY_DN4705_c0_g2_i4.p1	Spodoptera|XP_035443792.1	28.358	67	43	3	203	266	394	106	170	260	0.11	25.0	17.0051	25.7692
TRINITY_DN4705_c0_g2_i4.p1	Spodoptera|XP_035443791.1	28.358	67	43	3	203	266	394	106	170	283	0.18	24.3	17.0051	23.6749
TRINITY_DN883_c0_g2_i5.p1	Spodoptera|XP_050558326.1	24.476	143	73	6	425	543	825	159	290	556	0.042	27.7	17.3333	25.7194
TRINITY_DN883_c0_g2_i5.p1	Bmori|XP_062528878.1	43.478	23	13	0	425	447	825	75	97	259	0.53	23.9	2.78788	8.88031
TRINITY_DN4288_c0_g1_i3.p1	Bmori|NP_001040435.1	24.359	78	49	2	9	84	240	102	171	240	0.23	23.1	32.5	32.5
TRINITY_DN9873_c0_g1_i1.p1	Spodoptera|XP_050560502.1	36.364	22	14	0	119	140	447	267	288	305	0.64	22.7	4.9217	7.21311
TRINITY_DN21815_c0_g2_i1.p2	Bmori|XP_004930431.1	37.037	27	15	1	22	48	105	731	755	802	0.82	19.6	25.7143	3.36658
TRINITY_DN12947_c0_g2_i1.p1	Spodoptera|XP_050562835.1	40.000	20	12	0	51	70	114	1019	1038	1896	0.93	20.0	17.5439	1.05485
TRINITY_DN4706_c0_g1_i35.p1	Spodoptera|XP_035435228.2	56.250	16	7	0	58	73	362	94	109	172	0.70	21.9	4.41989	9.30233
TRINITY_DN3222_c2_g1_i1.p1	Spodoptera|XP_050562835.1	39.286	28	17	0	132	159	201	1533	1560	1896	0.056	25.0	13.9303	1.47679
TRINITY_DN21401_c1_g1_i1.p1	Spodoptera|XP_050558885.1	37.037	27	14	1	111	134	151	100	126	450	0.084	23.5	17.8808	6
TRINITY_DN21401_c1_g1_i1.p1	Bmori|XP_004930432.1	28.571	49	34	1	54	102	151	474	521	658	0.29	21.9	32.4503	7.44681
TRINITY_DN21401_c1_g1_i1.p1	Bmori|XP_004930431.1	28.571	49	34	1	54	102	151	474	521	802	0.30	21.9	32.4503	6.10973
TRINITY_DN21401_c1_g1_i1.p1	Spodoptera|XP_050558941.1	32.432	37	25	0	66	102	151	504	540	821	0.79	20.8	24.5033	4.5067
TRINITY_DN21401_c1_g1_i1.p1	Spodoptera|XP_050558940.1	32.432	37	25	0	66	102	151	504	540	877	0.79	20.8	24.5033	4.21893
TRINITY_DN11336_c0_g1_i8.p1	Spodoptera|XP_050558941.1	26.923	104	63	4	2420	2523	3693	138	228	821	0.072	29.3	2.81614	12.6675
TRINITY_DN11336_c0_g1_i8.p1	Spodoptera|XP_050558940.1	26.923	104	63	4	2420	2523	3693	138	228	877	0.15	28.1	2.81614	11.8586
TRINITY_DN14516_c0_g1_i7.p1	Spodoptera|XP_035453953.1	24.324	111	52	5	40	123	481	54	159	240	0.36	23.5	23.0769	46.25
TRINITY_DN8263_c0_g1_i2.p1	Bmori|XP_004930431.1	19.792	96	58	2	108	184	210	1	96	802	0.91	21.2	45.7143	11.9701
TRINITY_DN8263_c0_g1_i2.p1	Bmori|XP_004930432.1	19.792	96	58	2	108	184	210	1	96	658	0.95	21.2	45.7143	14.5897
TRINITY_DN148_c2_g1_i1.p1	Bmori|XP_037874601.1	24.510	102	73	1	348	445	1238	107	208	217	0.56	24.3	8.2391	47.0046
TRINITY_DN148_c2_g1_i1.p1	Bmori|XP_012544300.1	28.049	82	49	2	999	1076	1238	101	176	204	0.58	24.3	6.62359	40.1961
TRINITY_DN148_c2_g1_i1.p1	Bmori|XP_062528878.1	29.268	41	26	1	378	418	1238	193	230	259	0.80	23.9	3.31179	15.8301
TRINITY_DN2541_c6_g2_i1.p1	Spodoptera|XP_050562835.1	23.000	200	109	7	104	265	574	448	640	1896	0.089	26.2	34.8432	10.5485
TRINITY_DN7327_c0_g1_i11.p1	Bmori|XP_004930431.1	38.889	36	21	1	292	327	573	707	741	802	0.029	27.7	6.28272	4.48878
TRINITY_DN7327_c0_g1_i11.p1	Spodoptera|XP_035435228.2	47.368	19	10	0	396	414	573	143	161	172	0.29	23.9	3.31588	11.0465
TRINITY_DN3909_c0_g1_i2.p1	Bmori|XP_012546165.2	42.857	14	8	0	49	62	149	31	44	276	0.21	22.3	9.39597	5.07246
TRINITY_DN3909_c0_g1_i2.p1	Bmori|XP_004930431.1	30.303	33	23	0	12	44	149	15	47	802	0.97	20.4	22.1477	4.11471
TRINITY_DN3909_c0_g1_i2.p1	Spodoptera|XP_035444198.2	36.364	22	12	1	6	25	149	30	51	204	0.98	20.0	14.7651	10.7843
TRINITY_DN2321_c0_g2_i2.p1	Spodoptera|XP_035443791.1	48.000	25	6	1	141	158	484	225	249	283	0.88	22.3	5.16529	8.83392
TRINITY_DN12131_c0_g1_i25.p1	Bmori|XP_004930497.3	30.769	39	25	1	417	453	467	296	334	364	0.53	23.1	8.35118	10.7143
TRINITY_DN881_c0_g1_i49.p1	Spodoptera|XP_050557506.1	23.171	82	50	3	492	565	697	60	136	433	0.31	24.6	11.7647	18.9376
TRINITY_DN858_c0_g2_i1.p1	Spodoptera|XP_050558941.1	34.375	32	21	0	239	270	310	146	177	821	0.032	26.6	10.3226	3.89769
TRINITY_DN858_c0_g2_i1.p1	Bmori|XP_004930432.1	23.611	72	52	1	239	310	310	125	193	658	0.040	26.2	23.2258	10.9422
TRINITY_DN858_c0_g2_i1.p1	Bmori|XP_004930431.1	23.611	72	52	1	239	310	310	125	193	802	0.043	26.2	23.2258	8.97756
TRINITY_DN858_c0_g2_i1.p1	Spodoptera|XP_050558940.1	34.375	32	21	0	239	270	310	146	177	877	0.049	25.8	10.3226	3.6488
TRINITY_DN1950_c1_g2_i3.p1	Spodoptera|XP_050559253.1	40.000	20	12	0	100	119	133	38	57	223	0.78	20.0	15.0376	8.96861
TRINITY_DN1229_c1_g1_i1.p1	Spodoptera|XP_050558885.1	36.000	25	14	1	235	257	312	269	293	450	0.78	21.9	8.01282	5.55556
TRINITY_DN882_c0_g1_i2.p1	Bmori|NP_001037546.1	36.667	30	15	1	20	45	120	38	67	220	0.074	23.1	25	13.6364
TRINITY_DN4287_c0_g1_i12.p1	Spodoptera|XP_050562835.1	30.769	39	25	1	333	371	377	746	782	1896	0.42	23.1	10.3448	2.05696
TRINITY_DN55550_c0_g1_i1.p1	Bmori|XP_004930431.1	23.571	140	82	5	289	419	714	45	168	802	0.43	24.3	19.6078	17.4564
TRINITY_DN55550_c0_g1_i1.p1	Bmori|XP_004930431.1	40.000	30	18	0	543	572	714	199	228	802	0.54	23.9	4.20168	3.74065
TRINITY_DN55550_c0_g1_i1.p1	Bmori|XP_004930432.1	40.000	30	18	0	543	572	714	199	228	658	0.54	23.9	4.20168	4.55927
TRINITY_DN55550_c0_g1_i1.p1	Bmori|XP_004930432.1	23.571	140	82	5	289	419	714	45	168	658	0.60	23.9	19.6078	21.2766
TRINITY_DN55550_c0_g1_i1.p1	Bmori|XP_012548985.2	31.250	32	20	1	264	295	714	62	91	387	0.57	23.5	4.48179	8.26873
TRINITY_DN22750_c0_g1_i1.p1	Bmori|XP_012546165.2	25.758	66	44	1	19	84	263	5	65	276	0.003	29.3	25.0951	23.913
TRINITY_DN22750_c0_g1_i1.p1	Bmori|XP_004930432.1	30.233	43	21	2	70	111	263	307	341	658	0.77	21.6	16.3498	6.53495
TRINITY_DN22750_c0_g1_i1.p1	Bmori|XP_004930431.1	30.233	43	21	2	70	111	263	307	341	802	0.79	21.6	16.3498	5.3616
TRINITY_DN9174_c0_g1_i10.p1	Bmori|XP_012546165.2	36.364	22	13	1	191	211	577	12	33	276	0.44	23.5	3.81282	7.97101
TRINITY_DN9174_c0_g1_i10.p1	Spodoptera|XP_050558941.1	40.000	40	19	2	518	555	577	45	81	821	0.52	23.5	6.93241	4.87211
TRINITY_DN9174_c0_g1_i10.p1	Spodoptera|XP_050558940.1	40.000	40	19	2	518	555	577	45	81	877	0.54	23.5	6.93241	4.561
TRINITY_DN49839_c0_g1_i1.p1	Bmori|XP_062528878.1	26.087	69	50	1	10	78	148	99	166	259	0.46	21.2	46.6216	26.6409
TRINITY_DN49839_c0_g1_i1.p1	Spodoptera|XP_050558326.1	26.984	63	45	1	10	72	148	183	244	556	0.72	20.8	42.5676	11.3309
TRINITY_DN48251_c0_g1_i1.p1	Bmori|XP_012546165.2	29.730	37	26	0	8	44	234	141	177	276	0.17	23.5	15.812	13.4058
TRINITY_DN12946_c0_g3_i1.p1	Spodoptera|XP_050562835.1	40.000	20	12	0	41	60	102	973	992	1896	0.12	22.3	19.6078	1.05485
TRINITY_DN998_c0_g1_i13.p1	Spodoptera|XP_050557506.1	37.209	43	25	1	3	43	574	242	284	433	0.093	25.8	7.49129	9.93072
TRINITY_DN998_c0_g1_i13.p1	Spodoptera|XP_050557506.1	30.233	43	28	1	3	43	574	25	67	433	0.88	22.7	7.49129	9.93072
TRINITY_DN27197_c0_g2_i1.p1	Bmori|XP_004930432.1	39.130	46	27	1	164	209	324	128	172	658	0.055	25.8	14.1975	6.99088
TRINITY_DN27197_c0_g2_i1.p1	Bmori|XP_004930431.1	39.130	46	27	1	164	209	324	128	172	802	0.058	25.8	14.1975	5.73566
TRINITY_DN27197_c0_g2_i1.p1	Spodoptera|XP_050558941.1	41.379	29	17	0	181	209	324	165	193	821	0.072	25.4	8.95062	3.53228
TRINITY_DN27197_c0_g2_i1.p1	Spodoptera|XP_050558940.1	41.379	29	17	0	181	209	324	165	193	877	0.089	25.0	8.95062	3.30673
TRINITY_DN11335_c0_g1_i1.p1	Spodoptera|XP_035431091.1	23.077	26	20	0	137	162	218	185	210	388	0.79	21.2	11.9266	6.70103
TRINITY_DN5780_c0_g3_i2.p1	Spodoptera|XP_050558326.1	37.778	45	21	3	329	367	377	242	285	556	0.69	22.3	11.9363	8.09353
TRINITY_DN1664_c0_g1_i28.p1	Spodoptera|XP_050560502.1	44.828	29	16	0	322	350	552	212	240	305	0.60	23.1	5.25362	9.5082
TRINITY_DN718_c0_g1_i14.p1	Spodoptera|XP_050558885.1	28.571	35	25	0	21	55	203	288	322	450	0.36	22.3	17.2414	7.77778
TRINITY_DN17834_c0_g1_i1.p1	Spodoptera|XP_050549798.1	26.786	56	33	1	632	687	751	1	48	204	0.16	25.0	7.45672	27.451
TRINITY_DN3233_c0_g1_i2.p1	Spodoptera|XP_035445331.2	45.455	22	12	0	38	59	199	17	38	149	0.26	22.3	11.0553	14.7651
TRINITY_DN6413_c0_g1_i1.p1	Spodoptera|XP_050558885.1	33.333	21	13	1	101	121	184	178	197	450	0.44	21.9	11.413	4.66667
TRINITY_DN14498_c1_g1_i7.p1	Spodoptera|XP_050558941.1	32.000	25	17	0	63	87	360	345	369	821	0.35	23.5	6.94444	3.04507
TRINITY_DN14498_c1_g1_i7.p1	Spodoptera|XP_050558940.1	32.000	25	17	0	63	87	360	345	369	877	0.37	23.5	6.94444	2.85063
TRINITY_DN14498_c1_g1_i7.p1	Bmori|XP_004930431.1	24.000	25	19	0	63	87	360	326	350	802	0.49	22.7	6.94444	3.11721
TRINITY_DN14498_c1_g1_i7.p1	Bmori|XP_004930432.1	24.000	25	19	0	63	87	360	326	350	658	0.52	22.7	6.94444	3.79939
TRINITY_DN5198_c0_g1_i2.p1	Spodoptera|XP_035440580.2	29.412	51	30	2	198	242	312	59	109	221	0.017	26.9	16.3462	23.0769
TRINITY_DN5198_c0_g1_i2.p1	Spodoptera|XP_050549798.1	23.750	80	55	3	85	158	312	124	203	204	0.32	22.7	25.641	39.2157
TRINITY_DN14498_c1_g2_i1.p1	Spodoptera|XP_050562835.1	56.250	16	7	0	86	101	294	290	305	1896	0.21	23.9	5.44218	0.843882
TRINITY_DN12805_c0_g1_i1.p1	Spodoptera|XP_050562835.1	23.333	30	23	0	73	102	132	1773	1802	1896	0.48	21.2	22.7273	1.58228
TRINITY_DN4285_c0_g1_i1.p1	Spodoptera|XP_050560502.1	22.500	40	31	0	44	83	269	265	304	305	0.14	23.9	14.8699	13.1148
TRINITY_DN10562_c0_g1_i1.p1	Bmori|XP_037874601.1	21.348	89	61	4	167	248	286	54	140	217	0.19	23.5	31.1189	41.0138
TRINITY_DN10562_c0_g1_i1.p1	Spodoptera|XP_035453953.1	23.913	46	30	1	99	139	286	102	147	240	0.34	22.7	16.0839	19.1667
TRINITY_DN8121_c0_g1_i1.p1	Spodoptera|XP_050558326.1	30.435	46	31	1	336	381	422	107	151	556	0.80	22.3	10.9005	8.27338
TRINITY_DN9848_c0_g1_i14.p1	Bmori|XP_004930497.3	32.432	37	25	0	597	633	797	55	91	364	0.096	26.2	4.64241	10.1648
TRINITY_DN9848_c0_g1_i14.p1	Spodoptera|XP_050557548.1	35.417	48	30	1	145	191	797	69	116	217	0.61	23.5	6.02258	22.1198
TRINITY_DN8935_c0_g1_i2.p1	Spodoptera|XP_050558941.1	26.316	38	28	0	70	107	158	164	201	821	0.15	23.1	24.0506	4.6285
TRINITY_DN8935_c0_g1_i2.p1	Spodoptera|XP_050558940.1	26.316	38	28	0	70	107	158	164	201	877	0.16	22.7	24.0506	4.33295
TRINITY_DN8935_c0_g1_i2.p1	Bmori|XP_004930431.1	32.432	37	24	1	71	107	158	145	180	802	0.34	21.9	23.4177	4.61347
TRINITY_DN8935_c0_g1_i2.p1	Bmori|XP_004930432.1	32.432	37	24	1	71	107	158	145	180	658	0.35	21.9	23.4177	5.6231
TRINITY_DN18070_c0_g1_i1.p1	Bmori|XP_012546165.2	29.851	67	44	1	752	815	870	94	160	276	4.95e-04	33.5	7.70115	24.2754
TRINITY_DN27196_c0_g1_i1.p1	Spodoptera|XP_050562835.1	26.531	49	35	1	42	89	161	1380	1428	1896	0.086	23.9	30.4348	2.58439
TRINITY_DN27196_c0_g1_i1.p1	Bmori|XP_004930431.1	23.729	59	26	1	41	99	161	365	404	802	0.72	20.8	36.646	7.35661
TRINITY_DN27196_c0_g1_i1.p1	Bmori|XP_004930432.1	23.729	59	26	1	41	99	161	365	404	658	0.80	20.8	36.646	8.96657
TRINITY_DN1524_c0_g1_i13.p1	Spodoptera|XP_050562835.1	35.294	51	24	3	14	64	258	663	704	1896	0.25	23.5	19.7674	2.68987
TRINITY_DN997_c0_g1_i18.p1	Bmori|XP_062528878.1	47.826	23	12	0	255	277	1175	230	252	259	0.54	24.3	1.95745	8.88031
TRINITY_DN17832_c0_g1_i1.p1	Bmori|XP_012548985.2	34.615	52	31	1	676	724	752	138	189	387	0.22	25.0	6.91489	13.4367
TRINITY_DN299_c0_g1_i5.p1	Spodoptera|XP_035441818.2	24.590	122	66	4	27	127	320	58	174	230	0.065	25.0	38.125	53.0435
TRINITY_DN299_c0_g1_i5.p1	Spodoptera|XP_035431091.1	25.641	39	29	0	189	227	320	154	192	388	0.092	25.0	12.1875	10.0515
TRINITY_DN299_c0_g1_i5.p1	Bmori|XP_012548985.2	23.077	39	30	0	189	227	320	153	191	387	0.80	21.9	12.1875	10.0775
TRINITY_DN26958_c0_g1_i1.p1	Spodoptera|XP_035453953.1	34.211	38	18	1	20	50	130	192	229	240	0.53	20.8	29.2308	15.8333
TRINITY_DN3489_c0_g1_i1.p1	Spodoptera|XP_050558941.1	32.500	40	25	1	23	60	111	583	622	821	0.16	21.9	36.036	4.87211
TRINITY_DN3489_c0_g1_i1.p1	Spodoptera|XP_050558940.1	32.500	40	25	1	23	60	111	583	622	877	0.21	21.6	36.036	4.561
TRINITY_DN6669_c0_g1_i1.p1	Bmori|NP_001040533.1	29.268	41	29	0	88	128	353	142	182	260	0.24	23.5	11.6147	15.7692
TRINITY_DN6669_c0_g1_i1.p1	Bmori|XP_012544301.1	29.268	41	29	0	88	128	353	142	182	282	0.29	23.5	11.6147	14.539
TRINITY_DN6669_c0_g1_i1.p1	Bmori|XP_062528878.1	37.931	29	18	0	171	199	353	215	243	259	0.93	21.6	8.2153	11.1969
TRINITY_DN13601_c0_g1_i1.p2	Spodoptera|XP_035431091.1	35.714	56	31	3	104	158	162	321	372	388	0.041	24.6	34.5679	14.433
TRINITY_DN740_c0_g1_i11.p1	Spodoptera|XP_035431091.1	34.783	46	29	1	9	54	286	342	386	388	0.035	26.2	16.0839	11.8557
TRINITY_DN740_c0_g1_i11.p1	Spodoptera|XP_035435228.2	40.000	20	12	0	219	238	286	144	163	172	0.26	22.7	6.99301	11.6279
TRINITY_DN3930_c0_g1_i1.p1	Bmori|XP_004930497.3	31.579	38	25	1	117	154	450	169	205	364	0.92	22.3	8.44444	10.4396
TRINITY_DN58984_c0_g1_i1.p2	Bmori|XP_004930431.1	26.000	50	37	0	29	78	231	183	232	802	0.40	22.3	21.645	6.23441
TRINITY_DN58984_c0_g1_i1.p2	Spodoptera|XP_050558941.1	26.829	41	30	0	82	122	231	144	184	821	0.49	21.9	17.7489	4.99391
TRINITY_DN9032_c0_g1_i2.p1	Spodoptera|XP_035444198.2	29.268	41	25	1	285	325	500	168	204	204	0.17	24.6	8.2	20.098
TRINITY_DN3209_c0_g1_i1.p1	Spodoptera|XP_035440580.2	36.364	33	19	1	207	237	256	186	218	221	0.78	21.6	12.8906	14.9321
TRINITY_DN60418_c0_g1_i1.p1	Spodoptera|XP_050558941.1	57.143	21	9	0	79	99	160	369	389	821	0.26	22.3	13.125	2.55786
TRINITY_DN60418_c0_g1_i1.p1	Spodoptera|XP_050558940.1	57.143	21	9	0	79	99	160	369	389	877	0.28	22.3	13.125	2.39453
TRINITY_DN274_c4_g1_i10.p1	Bmori|XP_012546165.2	31.746	63	35	1	78	140	420	66	120	276	0.15	24.6	15	22.8261
TRINITY_DN45187_c0_g1_i1.p1	Bmori|XP_062526798.1	28.571	42	30	0	48	89	352	146	187	332	0.63	22.3	11.9318	12.6506
TRINITY_DN45187_c0_g1_i1.p1	Bmori|XP_004930432.1	27.273	77	45	3	166	236	352	182	253	658	0.79	22.3	21.875	11.7021
TRINITY_DN45187_c0_g1_i1.p1	Bmori|XP_004930431.1	27.273	77	45	3	166	236	352	182	253	802	0.92	21.9	21.875	9.601
TRINITY_DN12106_c0_g1_i4.p1	Bmori|XP_012548985.2	37.037	27	17	0	32	58	171	314	340	387	0.047	24.6	15.7895	6.97674
TRINITY_DN12106_c0_g1_i4.p1	Bmori|XP_012548985.2	31.429	35	22	1	73	105	171	143	177	387	0.74	20.8	20.4678	9.04393
TRINITY_DN12106_c0_g1_i4.p1	Spodoptera|XP_035431091.1	31.429	35	22	1	73	105	171	144	178	388	0.84	20.8	20.4678	9.02062
TRINITY_DN44972_c0_g1_i1.p1	Bmori|XP_062526798.1	45.455	22	12	0	166	187	248	161	182	332	0.90	21.2	8.87097	6.62651
TRINITY_DN181_c0_g2_i2.p1	Spodoptera|XP_050558326.1	30.909	55	35	2	1087	1141	1155	418	469	556	0.52	24.6	4.7619	9.89209
TRINITY_DN40181_c0_g1_i2.p1	Spodoptera|XP_050562835.1	19.403	67	45	1	320	386	482	1319	1376	1896	0.38	23.9	13.9004	3.53376
TRINITY_DN10538_c0_g1_i1.p1	Bmori|XP_004930431.1	27.778	54	38	1	489	541	798	135	188	802	0.39	24.6	6.76692	6.73317
TRINITY_DN10538_c0_g1_i1.p1	Bmori|XP_004930432.1	27.778	54	38	1	489	541	798	135	188	658	0.40	24.3	6.76692	8.20669
TRINITY_DN2435_c0_g2_i1.p1	Spodoptera|XP_050558941.1	29.091	55	36	1	285	339	788	362	413	821	0.68	23.9	6.9797	6.69915
TRINITY_DN2435_c0_g2_i1.p1	Spodoptera|XP_050558940.1	29.091	55	36	1	285	339	788	362	413	877	0.84	23.5	6.9797	6.27138
TRINITY_DN3609_c1_g1_i2.p1	Spodoptera|XP_050558940.1	29.630	54	32	2	327	374	469	379	432	877	0.10	25.4	11.5139	6.15735
TRINITY_DN3609_c1_g1_i2.p1	Spodoptera|XP_050558941.1	29.630	54	32	2	327	374	469	379	432	821	0.11	25.4	11.5139	6.57734
TRINITY_DN4702_c0_g1_i1.p1	Bmori|XP_004922383.1	22.449	98	66	5	109	202	765	82	173	176	0.61	23.1	12.8105	55.6818
TRINITY_DN1522_c0_g2_i4.p1	Bmori|XP_012544300.1	25.000	84	47	2	106	175	629	60	141	204	0.024	27.3	13.3545	41.1765
TRINITY_DN1522_c0_g2_i4.p1	Bmori|XP_012546165.2	34.568	81	28	3	401	481	629	87	142	276	0.28	24.3	12.8776	29.3478
TRINITY_DN15292_c1_g2_i7.p1	Spodoptera|XP_050558326.1	42.105	19	11	0	11	29	129	24	42	556	0.28	21.6	14.7287	3.41727
TRINITY_DN13880_c0_g1_i2.p1	Bmori|XP_004930497.3	58.333	12	5	0	22	33	101	199	210	364	0.99	19.2	11.8812	3.2967
TRINITY_DN9172_c0_g1_i11.p1	Spodoptera|XP_050559253.1	27.869	61	44	0	1281	1341	1369	128	188	223	0.12	26.6	4.45581	27.3543
TRINITY_DN2436_c0_g1_i1.p1	Spodoptera|XP_035444198.2	28.846	52	29	1	426	469	708	54	105	204	0.86	22.7	7.34463	25.4902
TRINITY_DN1523_c0_g1_i10.p1	Spodoptera|XP_035431091.1	27.778	36	26	0	313	348	359	337	372	388	0.075	25.4	10.0279	9.27835
TRINITY_DN1523_c0_g1_i10.p1	Spodoptera|XP_035444198.2	35.484	31	19	1	243	273	359	67	96	204	0.44	22.7	8.6351	15.1961
