qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	qlen	sstart	send	slen	evalue	bitscore	qcov	scov
TRINITY_DN26477_c0_g2_i1.p1	Spodoptera|XP_035452555.2	63.158	19	6	1	151	169	458	178	195	627	0.29	25.0	4.14847	3.0303
TRINITY_DN31252_c0_g1_i1.p1	Spodoptera|XP_050553323.1	31.111	90	36	4	5	89	145	492	560	565	0.11	23.9	62.069	15.9292
TRINITY_DN740_c7_g1_i1.p1	Spodoptera|XP_050549265.1	25.243	103	43	5	211	279	429	77	179	532	0.13	25.8	24.0093	19.3609
TRINITY_DN740_c7_g1_i1.p1	Bmori|NP_001121786.1	39.130	23	14	0	127	149	429	506	528	650	0.54	23.9	5.36131	3.53846
TRINITY_DN31253_c0_g1_i2.p1	Spodoptera|XP_035450368.2	25.806	62	37	3	58	113	149	52	110	538	0.17	23.5	41.6107	11.5242
TRINITY_DN778_c1_g1_i3.p1	Bmori|XP_004924611.1	71.429	14	4	0	2	15	210	52	65	555	0.38	23.1	6.66667	2.52252
TRINITY_DN778_c1_g1_i3.p1	Spodoptera|XP_035429431.2	31.818	44	21	1	134	168	210	243	286	553	0.61	22.3	20.9524	7.9566
TRINITY_DN10616_c0_g4_i1.p1	Bmori|NP_001268820.1	40.000	40	21	1	32	71	102	216	252	531	0.006	26.6	39.2157	7.53296
TRINITY_DN5276_c0_g1_i2.p1	Spodoptera|XP_050551626.1	29.167	48	30	1	273	316	329	331	378	1092	0.99	22.7	14.5897	4.3956
TRINITY_DN1183_c0_g1_i2.p1	Spodoptera|XP_035442586.2	24.242	99	66	2	81	177	374	76	167	553	0.46	23.9	26.4706	17.9024
TRINITY_DN7658_c0_g1_i10.p1	Spodoptera|XP_050549265.1	37.500	32	20	0	757	788	976	363	394	532	0.039	28.9	3.27869	6.01504
TRINITY_DN7658_c0_g1_i10.p1	Bmori|NP_001268820.1	29.688	64	36	1	46	109	976	25	79	531	0.73	24.6	6.55738	12.0527
TRINITY_DN1183_c0_g2_i1.p1	Bmori|XP_004924613.1	24.194	62	47	0	43	104	161	14	75	567	0.39	22.7	38.5093	10.9347
TRINITY_DN23716_c0_g1_i2.p1	Spodoptera|XP_035429431.2	25.316	79	50	3	1	74	235	223	297	553	0.83	22.3	33.617	14.2857
TRINITY_DN237_c0_g1_i6.p1	Spodoptera|XP_050549265.1	32.000	75	44	4	580	650	657	296	367	532	0.096	26.9	11.4155	14.0977
TRINITY_DN237_c0_g1_i6.p1	Spodoptera|XP_035438336.2	21.429	98	66	4	520	611	657	49	141	553	0.38	25.0	14.9163	17.7215
TRINITY_DN3427_c0_g1_i3.p1	Bmori|NP_001104822.1	37.500	24	15	0	63	86	111	482	505	535	0.043	24.6	21.6216	4.48598
TRINITY_DN1997_c0_g1_i1.p1	Bmori|NP_001104822.1	42.308	26	13	1	105	130	220	312	335	535	0.52	22.7	11.8182	4.85981
TRINITY_DN7659_c0_g1_i9.p1	Bmori|NP_001037027.1	28.358	67	40	2	560	626	643	338	396	570	0.041	28.1	10.4199	11.7544
TRINITY_DN75_c0_g2_i1.p1	Spodoptera|XP_035449447.2	31.707	41	23	2	160	200	391	272	307	547	0.33	24.6	10.4859	7.49543
TRINITY_DN38523_c0_g1_i1.p1	Spodoptera|XP_035449447.2	23.596	89	58	3	19	107	116	361	439	547	0.50	21.6	76.7241	16.2706
TRINITY_DN38523_c0_g1_i1.p1	Bmori|NP_001104822.1	35.000	20	13	0	56	75	116	512	531	535	0.70	21.2	17.2414	3.73832
TRINITY_DN6071_c0_g1_i1.p1	Spodoptera|XP_050553323.1	28.571	84	56	3	923	1004	1463	138	219	565	0.051	29.3	5.74163	14.8673
TRINITY_DN13376_c0_g1_i4.p1	Spodoptera|XP_035430264.2	30.612	49	26	3	296	340	396	304	348	562	0.32	24.6	12.3737	8.71886
TRINITY_DN13376_c0_g1_i4.p1	Bmori|NP_001268820.1	23.288	73	56	0	104	176	396	331	403	531	0.47	23.9	18.4343	13.7476
TRINITY_DN49356_c0_g1_i1.p1	Spodoptera|XP_035449450.2	28.125	32	23	0	10	41	110	327	358	547	0.065	23.9	29.0909	5.85009
TRINITY_DN49356_c0_g1_i1.p1	Bmori|XP_004932947.1	16.000	50	42	0	51	100	110	469	518	533	0.25	22.3	45.4545	9.38086
TRINITY_DN49356_c0_g1_i1.p1	Spodoptera|XP_035444718.2	16.000	50	42	0	51	100	110	467	516	532	0.45	21.6	45.4545	9.3985
TRINITY_DN37193_c0_g1_i1.p1	Bmori|XP_004924611.1	28.571	35	23	1	73	107	116	75	107	555	0.44	21.6	30.1724	6.30631
TRINITY_DN37193_c0_g1_i1.p1	Spodoptera|XP_050560005.1	40.741	27	16	0	80	106	116	291	317	570	0.66	21.2	23.2759	4.73684
TRINITY_DN33077_c0_g1_i3.p1	Bmori|XP_004933450.1	40.741	27	16	0	30	56	194	248	274	580	0.73	21.9	13.9175	4.65517
TRINITY_DN33077_c0_g1_i3.p1	Bmori|XP_004924612.2	31.579	38	25	1	24	61	194	278	314	550	0.98	21.6	19.5876	6.90909
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035459067.2	61.667	540	205	1	1	538	539	1	540	546	0.0	709	100.186	98.9011
TRINITY_DN1740_c0_g2_i1.p1	Bmori|NP_001116814.1	58.379	543	222	2	1	539	539	1	543	545	0.0	681	100.742	99.633
TRINITY_DN1740_c0_g2_i1.p1	Bmori|NP_001104822.1	36.932	528	312	12	24	531	539	3	529	535	1.31e-105	319	97.9592	98.6916
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035456135.2	37.406	532	304	13	22	536	539	20	539	750	3.41e-104	322	98.7013	70.9333
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035456134.2	37.406	532	304	13	22	536	539	114	633	844	2.57e-103	322	98.7013	63.0332
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035449447.2	36.000	525	319	10	23	538	539	28	544	547	8.27e-103	313	97.4026	95.9781
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035449450.2	35.260	519	322	10	23	535	539	28	538	547	2.36e-102	311	96.2894	94.8812
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_012549721.1	37.887	549	280	15	22	536	539	4	525	740	6.44e-101	313	101.855	74.1892
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035450368.2	35.970	531	316	13	24	531	539	3	532	538	8.87e-100	304	98.5158	98.6989
TRINITY_DN1740_c0_g2_i1.p1	Bmori|NP_001040466.1	37.341	549	283	15	22	536	539	20	541	756	1.93e-98	307	101.855	72.619
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_062527686.1	36.641	524	307	10	23	535	539	26	535	545	2.05e-97	298	97.2171	96.1468
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035444718.2	35.985	528	317	13	25	535	539	6	529	532	2.80e-96	295	97.9592	99.2481
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_037869459.1	36.398	522	312	11	23	537	539	22	530	533	9.19e-96	294	96.846	97.9362
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_037869367.1	36.590	522	311	11	23	537	539	22	530	533	6.13e-94	289	96.846	97.9362
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_004932947.1	35.539	529	318	14	23	532	539	4	528	533	1.17e-91	283	98.1447	99.2495
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_004924611.1	34.398	532	315	17	24	536	539	25	541	555	2.66e-90	280	98.7013	95.8559
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035429431.2	33.694	555	332	15	5	538	539	4	543	553	4.48e-90	280	102.968	100.362
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_062526727.1	36.276	521	314	9	23	537	539	22	530	533	1.27e-89	278	96.6605	97.7486
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_004924612.2	34.095	525	322	13	25	535	539	27	541	550	2.22e-89	278	97.4026	95.4545
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_050553603.1	32.717	541	333	13	17	538	539	16	544	554	2.98e-89	278	100.371	97.6534
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_050551626.1	34.791	526	309	11	23	535	539	22	526	1092	7.42e-87	282	97.5881	48.1685
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_050551626.1	33.455	547	337	14	7	538	539	558	1092	1092	2.36e-81	267	101.484	50.0916
TRINITY_DN1740_c0_g2_i1.p1	Bmori|NP_001116501.1	34.815	540	327	11	7	535	539	7	532	545	8.97e-87	271	100.186	99.0826
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035430420.2	32.849	551	336	14	4	535	539	3	538	554	5.71e-85	266	102.226	99.4585
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_050553323.1	33.209	536	314	16	24	535	539	23	538	565	1.29e-84	266	99.4434	94.8673
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035430264.2	33.524	525	317	15	24	535	539	24	529	562	6.27e-83	261	97.4026	93.4164
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035430907.2	33.908	522	314	16	25	533	539	24	527	562	6.69e-81	256	96.846	92.8826
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_004924613.1	34.291	557	310	21	7	536	539	6	533	567	1.03e-80	255	103.34	98.2363
TRINITY_DN1740_c0_g2_i1.p1	Bmori|NP_001121786.1	32.374	556	331	13	6	533	539	4	542	650	2.19e-80	257	103.154	85.5385
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035452555.2	31.957	557	333	15	5	533	539	3	541	627	3.11e-78	250	103.34	88.8357
TRINITY_DN1740_c0_g2_i1.p1	Bmori|NP_001040174.1	33.024	539	320	15	22	535	539	18	540	540	1.10e-77	247	100	99.8148
TRINITY_DN1740_c0_g2_i1.p1	Bmori|NP_001268820.1	32.696	523	304	15	7	516	539	9	496	531	1.64e-77	246	97.0315	98.4934
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_050549265.1	33.087	541	321	20	24	535	539	4	532	532	3.91e-71	229	100.371	101.692
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035438336.2	31.009	545	329	20	25	537	539	12	541	553	1.23e-69	226	101.113	98.5533
TRINITY_DN1740_c0_g2_i1.p1	Bmori|NP_001177297.1	29.905	525	327	15	24	533	539	20	518	526	1.37e-68	222	97.4026	99.8099
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_062526066.1	29.603	554	332	22	24	537	539	11	546	558	3.22e-67	219	102.783	99.2832
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035442586.2	28.649	555	347	18	16	537	539	3	541	553	1.14e-64	213	102.968	100.362
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_004933450.1	28.034	585	345	16	14	539	539	3	570	580	6.12e-63	208	108.534	100.862
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035435877.2	28.098	573	359	15	7	539	539	13	572	585	2.24e-62	207	106.308	97.9487
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035451693.2	31.418	522	324	16	24	535	539	25	522	528	1.41e-61	204	96.846	98.8636
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035451693.2	57.895	19	8	0	155	173	539	8	26	528	0.17	25.8	3.52505	3.59848
TRINITY_DN1740_c0_g2_i1.p1	Bmori|NP_001037027.1	32.460	496	292	16	42	508	539	55	536	570	1.60e-61	204	92.0223	87.0175
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_050551513.1	29.189	555	331	19	4	508	539	5	547	589	3.29e-60	201	102.968	94.2275
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035435407.2	28.793	580	352	16	7	539	539	8	573	583	8.74e-60	200	107.607	99.4854
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_050560005.1	31.218	583	310	25	8	532	539	7	556	570	8.29e-59	197	108.163	102.281
TRINITY_DN1740_c0_g2_i1.p1	Spodoptera|XP_035449631.1	30.469	512	307	19	39	516	539	49	545	567	1.05e-52	181	94.9907	90.2998
TRINITY_DN1740_c0_g2_i1.p1	Bmori|XP_004933503.2	25.497	553	371	13	23	539	539	21	568	581	2.17e-48	169	102.597	95.1807
TRINITY_DN41730_c0_g1_i1.p1	Spodoptera|XP_035445144.1	40.909	22	11	1	70	91	125	233	252	332	0.21	22.7	17.6	6.62651
TRINITY_DN41730_c0_g1_i1.p1	Spodoptera|XP_050551513.1	63.636	11	4	0	81	91	125	526	536	589	0.83	21.2	8.8	1.86757
TRINITY_DN33077_c0_g2_i1.p1	Spodoptera|XP_035449447.2	40.000	40	19	1	36	75	150	235	269	547	0.45	22.3	26.6667	7.31261
TRINITY_DN1998_c0_g1_i9.p1	Spodoptera|XP_050551513.1	27.778	54	37	1	156	209	258	251	302	589	0.47	23.1	20.9302	9.16808
TRINITY_DN16840_c1_g3_i1.p1	Spodoptera|XP_035444718.2	20.930	43	34	0	91	133	194	230	272	532	0.79	21.9	22.1649	8.08271
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035459067.2	69.759	539	162	1	1	538	539	1	539	546	0.0	831	100	98.7179
TRINITY_DN1740_c0_g3_i1.p1	Bmori|NP_001116814.1	67.347	539	173	2	1	536	539	1	539	545	0.0	784	100	98.8991
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035449447.2	39.771	523	300	10	23	539	539	28	541	547	9.35e-121	359	97.0315	95.6124
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035449450.2	37.859	523	310	10	23	539	539	28	541	547	1.86e-115	345	97.0315	95.6124
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_062527686.1	37.236	521	311	7	23	537	539	26	536	545	3.05e-113	339	96.6605	95.5963
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035456135.2	36.415	530	311	10	22	536	539	20	538	750	1.66e-106	328	98.3302	70.6667
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035456134.2	36.415	530	311	10	22	536	539	114	632	844	8.81e-106	328	98.3302	62.7962
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_012549721.1	38.361	537	293	12	22	536	539	4	524	740	3.29e-103	319	99.6289	72.5676
TRINITY_DN1740_c0_g3_i1.p1	Bmori|NP_001040466.1	37.989	537	295	12	22	536	539	20	540	756	1.25e-101	315	99.6289	71.0317
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_037869459.1	35.397	517	317	8	23	534	539	22	526	533	3.08e-100	305	95.9184	96.9981
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035450368.2	36.245	538	304	13	24	531	539	3	531	538	7.24e-100	305	99.8145	100
TRINITY_DN1740_c0_g3_i1.p1	Bmori|NP_001104822.1	36.174	528	315	12	24	531	539	3	528	535	9.23e-99	301	97.9592	98.6916
TRINITY_DN1740_c0_g3_i1.p1	Bmori|NP_001116501.1	37.385	543	316	12	7	539	539	7	535	545	1.21e-98	301	100.742	99.633
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_037869367.1	35.203	517	318	8	23	534	539	22	526	533	9.97e-98	299	95.9184	96.9981
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_050551626.1	36.716	542	321	15	7	536	539	558	1089	1092	4.94e-96	307	100.557	49.6337
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_050551626.1	36.312	526	305	10	23	539	539	22	526	1092	1.92e-95	306	97.5881	48.1685
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_004924612.2	35.902	532	310	14	25	539	539	27	544	550	1.21e-95	294	98.7013	96.7273
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_004932947.1	36.330	534	308	18	23	533	539	4	528	533	1.57e-95	293	99.0724	100.188
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_062526727.1	35.687	524	316	9	23	537	539	22	533	533	5.23e-95	292	97.2171	98.3114
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035430420.2	33.698	549	335	11	4	536	539	3	538	554	1.08e-94	291	101.855	99.0975
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035444718.2	35.647	533	313	15	25	536	539	6	529	532	6.16e-94	289	98.8868	100.188
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035429431.2	32.668	551	340	14	5	537	539	4	541	553	1.38e-93	289	102.226	99.6383
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_004924611.1	34.151	530	318	13	24	536	539	25	540	555	1.55e-93	289	98.3302	95.4955
TRINITY_DN1740_c0_g3_i1.p1	Bmori|NP_001040174.1	36.142	534	311	17	22	536	539	18	540	540	6.11e-90	279	99.0724	98.8889
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_050553603.1	32.200	559	333	11	5	537	539	4	542	554	6.32e-90	279	103.711	100.903
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_004924613.1	34.489	548	320	16	7	536	539	6	532	567	9.79e-90	279	101.67	96.649
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_050553323.1	33.333	525	329	10	24	536	539	23	538	565	1.62e-89	278	97.4026	92.9204
TRINITY_DN1740_c0_g3_i1.p1	Bmori|NP_001268820.1	32.051	546	320	13	7	538	539	9	517	531	1.43e-87	272	101.299	102.825
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035452555.2	34.581	561	314	19	5	534	539	3	541	627	2.93e-86	271	104.082	89.4737
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035430264.2	34.104	519	323	15	24	536	539	24	529	562	3.33e-84	265	96.2894	92.3488
TRINITY_DN1740_c0_g3_i1.p1	Bmori|NP_001121786.1	33.810	559	320	15	6	534	539	4	542	650	8.57e-84	266	103.711	86
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035430907.2	33.915	516	323	13	25	534	539	24	527	562	1.41e-83	263	95.7328	91.8149
TRINITY_DN1740_c0_g3_i1.p1	Bmori|NP_001177297.1	33.396	536	303	19	24	538	539	20	522	526	5.93e-81	255	99.4434	101.901
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_050549265.1	35.642	491	276	19	24	487	539	4	481	532	1.32e-76	244	91.0946	92.2932
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035451693.2	32.438	521	325	15	24	538	539	25	524	528	1.84e-70	227	96.6605	98.6742
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035451693.2	47.619	21	11	0	155	175	539	8	28	528	0.23	25.4	3.8961	3.97727
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_004933450.1	30.035	576	342	18	12	536	539	1	566	580	1.06e-67	221	106.865	99.3103
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035438336.2	29.685	539	337	19	25	534	539	12	537	553	3.00e-66	217	100	97.4684
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035435877.2	30.298	571	338	18	7	534	539	13	566	585	3.28e-66	218	105.937	97.6068
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_062526066.1	30.092	545	334	19	24	534	539	11	542	558	3.36e-64	211	101.113	97.6703
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035442586.2	30.700	557	326	20	16	534	539	3	537	553	7.85e-64	210	103.34	100.723
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035435407.2	30.298	571	348	17	7	536	539	8	569	583	4.04e-62	206	105.937	97.9417
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_050560005.1	29.965	574	332	24	8	534	539	7	557	570	2.50e-60	201	106.494	100.702
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_050551513.1	28.674	558	335	17	4	511	539	5	549	589	3.26e-60	201	103.525	94.7368
TRINITY_DN1740_c0_g3_i1.p1	Spodoptera|XP_035449631.1	31.176	510	292	18	27	496	539	34	524	567	1.86e-57	193	94.6197	89.9471
TRINITY_DN1740_c0_g3_i1.p1	Bmori|NP_001037027.1	32.193	497	293	18	42	509	539	55	536	570	1.98e-56	191	92.2078	87.193
TRINITY_DN1740_c0_g3_i1.p1	Bmori|XP_004933503.2	26.715	554	358	16	23	537	539	21	565	581	2.71e-55	188	102.783	95.3528
TRINITY_DN41707_c0_g1_i1.p2	Spodoptera|XP_050551626.1	35.714	28	16	1	120	147	149	619	644	1092	0.66	21.9	18.7919	2.5641
TRINITY_DN41707_c0_g1_i1.p2	Spodoptera|XP_035449450.2	33.333	24	16	0	126	149	149	77	100	547	0.87	21.2	16.1074	4.38757
TRINITY_DN11527_c0_g1_i1.p1	Bmori|XP_004924612.2	45.000	20	11	0	67	86	105	68	87	550	0.42	21.6	19.0476	3.63636
TRINITY_DN24650_c0_g1_i1.p1	Spodoptera|XP_035430420.2	33.333	30	20	0	200	229	267	228	257	554	0.14	25.0	11.236	5.41516
TRINITY_DN36396_c0_g1_i1.p1	Spodoptera|XP_035435877.2	29.268	41	24	2	36	72	221	295	334	585	0.50	22.7	18.552	7.00855
TRINITY_DN27132_c0_g1_i1.p2	Spodoptera|XP_035435877.2	33.333	21	14	0	24	44	99	183	203	585	0.34	21.6	21.2121	3.58974
TRINITY_DN933_c0_g1_i15.p1	Spodoptera|XP_035449631.1	31.579	38	24	1	407	442	453	526	563	567	0.61	23.9	8.38852	6.70194
TRINITY_DN11551_c0_g1_i3.p1	Spodoptera|XP_035442586.2	28.571	56	40	0	700	755	1147	379	434	553	0.79	25.0	4.8823	10.1266
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035430420.2	76.524	328	76	1	4	331	331	5	331	554	0.0	533	99.0937	59.2058
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_050553603.1	70.695	331	96	1	2	331	331	3	333	554	5.94e-179	499	100	59.7473
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035429431.2	70.482	332	96	2	1	331	331	2	332	553	4.77e-177	494	100.302	60.0362
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_050553323.1	67.477	329	105	2	4	331	331	5	332	565	1.81e-165	466	99.3958	58.2301
TRINITY_DN235_c0_g1_i1.p1	Bmori|XP_004924611.1	58.209	335	133	4	1	331	331	1	332	555	1.05e-133	384	101.208	60.3604
TRINITY_DN235_c0_g1_i1.p1	Bmori|XP_004924612.2	57.778	315	129	2	18	331	331	22	333	550	6.38e-126	364	95.1662	57.2727
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035430264.2	51.488	336	150	4	1	331	331	1	328	562	9.66e-120	349	101.511	59.7865
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035430907.2	52.239	335	148	5	1	331	331	1	327	562	3.15e-118	345	101.208	59.6085
TRINITY_DN235_c0_g1_i1.p1	Bmori|XP_004924613.1	50.962	312	147	3	21	331	331	25	331	567	4.32e-109	322	94.2598	55.0265
TRINITY_DN235_c0_g1_i1.p1	Bmori|NP_001116814.1	41.791	335	174	10	6	331	331	8	330	545	2.37e-77	239	101.208	61.4679
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035459067.2	40.361	332	183	7	6	331	331	8	330	546	9.49e-75	232	100.302	60.8059
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035450368.2	39.385	325	178	8	22	331	331	3	323	538	1.69e-61	197	98.1873	60.4089
TRINITY_DN235_c0_g1_i1.p1	Bmori|NP_001121786.1	37.500	336	190	8	4	331	331	5	328	650	4.79e-61	198	101.511	51.6923
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035444718.2	36.474	329	178	9	23	331	331	6	323	532	6.89e-61	196	99.3958	61.8421
TRINITY_DN235_c0_g1_i1.p1	Bmori|XP_012549721.1	37.188	320	186	5	23	331	331	7	322	740	5.94e-60	197	96.6767	43.2432
TRINITY_DN235_c0_g1_i1.p1	Bmori|XP_004932947.1	36.585	328	181	9	23	331	331	6	325	533	9.98e-60	192	99.0937	61.5385
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035452555.2	34.925	335	206	6	1	331	331	1	327	627	9.59e-59	192	101.208	53.429
TRINITY_DN235_c0_g1_i1.p1	Bmori|NP_001104822.1	36.111	324	189	6	22	331	331	3	322	535	2.09e-58	189	97.8852	60.5607
TRINITY_DN235_c0_g1_i1.p1	Bmori|NP_001040174.1	37.026	343	192	9	7	331	331	5	341	540	2.52e-58	189	103.625	63.5185
TRINITY_DN235_c0_g1_i1.p1	Bmori|NP_001040466.1	36.562	320	188	5	23	331	331	23	338	756	2.80e-58	192	96.6767	42.328
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035456135.2	35.312	320	190	6	23	331	331	23	336	750	5.76e-57	189	96.6767	42.6667
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035456134.2	35.312	320	190	6	23	331	331	117	430	844	1.56e-56	188	96.6767	37.9147
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_050549265.1	36.937	333	180	12	22	331	331	4	329	532	4.00e-55	180	100.604	62.594
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_050551513.1	33.152	368	206	10	1	331	331	2	366	589	1.16e-53	177	111.178	62.4788
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035438336.2	32.923	325	192	9	23	331	331	12	326	553	1.27e-51	171	98.1873	58.7703
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035449447.2	35.312	320	181	11	23	331	331	30	334	547	4.20e-50	167	96.6767	58.5009
TRINITY_DN235_c0_g1_i1.p1	Bmori|XP_062527686.1	35.669	314	184	9	23	331	331	28	328	545	1.01e-49	166	94.864	57.6147
TRINITY_DN235_c0_g1_i1.p1	Bmori|XP_037869459.1	35.276	326	169	12	23	331	331	24	324	533	1.57e-48	163	98.4894	61.1632
TRINITY_DN235_c0_g1_i1.p1	Bmori|XP_037869367.1	34.969	326	170	12	23	331	331	24	324	533	1.01e-47	160	98.4894	61.1632
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035449450.2	34.957	349	188	17	1	331	331	7	334	547	1.83e-47	160	105.438	63.8026
TRINITY_DN235_c0_g1_i1.p1	Bmori|NP_001037027.1	35.737	319	183	9	31	331	331	45	359	570	2.78e-47	160	96.3746	55.9649
TRINITY_DN235_c0_g1_i1.p1	Bmori|XP_062526066.1	31.077	325	201	8	22	331	331	11	327	558	3.17e-47	159	98.1873	58.2437
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035442586.2	33.131	329	186	10	23	331	331	12	326	553	3.53e-47	159	99.3958	59.4937
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035435877.2	31.672	341	215	8	3	331	331	8	342	585	1.61e-46	158	103.021	58.2906
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_035449631.1	36.190	315	181	9	34	331	331	44	355	567	2.14e-46	157	95.1662	55.5556
TRINITY_DN235_c0_g1_i1.p1	Bmori|NP_001268820.1	34.494	316	174	9	27	331	331	31	324	531	1.91e-45	154	95.4683	59.5104
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_050560005.1	31.858	339	211	11	4	331	331	5	334	570	1.23e-44	153	102.417	59.4737
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_050551626.1	32.153	339	205	10	1	326	331	554	880	1092	2.15e-43	151	102.417	31.044
TRINITY_DN235_c0_g1_i1.p1	Spodoptera|XP_050551626.1	34.615	338	197	13	1	326	331	1	326	1092	3.03e-43	151	102.115	30.9524
