seqid	start	end	strand	ID	Name	transcript_id	gene	product	gbkey	raw_attr
NC_085119.1	4524920	4542443	-	rna-XM_004927911.5	XM_004927911.5	XM_004927911.5	LOC101744617	cytochrome P450 CYP12A2, transcript variant X1	mRNA	ID=rna-XM_004927911.5;Parent=gene-LOC101744617;Dbxref=GeneID:101744617,GenBank:XM_004927911.5;Name=XM_004927911.5;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744617;model_evidence=Supporting evidence includes similarity to: 4 mRNAs%2C 1 EST%2C 44 Proteins%2C 3948 long SRA reads;product=cytochrome P450 CYP12A2%2C transcript variant X1;transcript_id=XM_004927911.5
NC_085119.1	4524920	4542202	-	rna-XM_062671730.1	XM_062671730.1	XM_062671730.1	LOC101744617	cytochrome P450 CYP12A2, transcript variant X2	mRNA	ID=rna-XM_062671730.1;Parent=gene-LOC101744617;Dbxref=GeneID:101744617,GenBank:XM_062671730.1;Name=XM_062671730.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744617;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 1 EST%2C 23 Proteins%2C 1984 long SRA reads;product=cytochrome P450 CYP12A2%2C transcript variant X2;transcript_id=XM_062671730.1
NC_085119.1	10749376	10760868	-	rna-NM_001112752.1	NM_001112752.1	NM_001112752.1	Cyp4g25	cytochrome P450 CYP4G25	mRNA	ID=rna-NM_001112752.1;Parent=gene-Cyp4g25;Dbxref=GeneID:100127117,GenBank:NM_001112752.1;Name=NM_001112752.1;Note=The RefSeq transcript has 1 substitution and aligns at 98%25 coverage compared to this genomic sequence;end_range=10760868,.;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp4g25;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001112752.1;partial=true;product=cytochrome P450 CYP4G25;transcript_id=NM_001112752.1
NC_085119.1	11902976	11917916	+	rna-XM_038014732.2	XM_038014732.2	XM_038014732.2	LOC101745427	cytochrome P450 4g15-like, transcript variant X1	mRNA	ID=rna-XM_038014732.2;Parent=gene-LOC101745427;Dbxref=GeneID:101745427,GenBank:XM_038014732.2;Name=XM_038014732.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101745427;model_evidence=Supporting evidence includes similarity to: 259 Proteins%2C 1973 long SRA reads;product=cytochrome P450 4g15-like%2C transcript variant X1;transcript_id=XM_038014732.2
NC_085119.1	11909499	11917916	+	rna-NM_001309538.1	NM_001309538.1	NM_001309538.1	LOC101745427	cytochrome P450 4g15-like	mRNA	ID=rna-NM_001309538.1;Parent=gene-LOC101745427;Dbxref=GeneID:101745427,GenBank:NM_001309538.1;Name=NM_001309538.1;gbkey=mRNA;gene=LOC101745427;product=cytochrome P450 4g15-like;transcript_id=NM_001309538.1
NC_085119.1	11926511	11935340	+	rna-XM_038014802.2	XM_038014802.2	XM_038014802.2	LOC119628325	cytochrome P450 4g15, transcript variant X2	mRNA	ID=rna-XM_038014802.2;Parent=gene-LOC119628325;Dbxref=GeneID:119628325,GenBank:XM_038014802.2;Name=XM_038014802.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC119628325;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C 240 Proteins%2C 5912 long SRA reads;product=cytochrome P450 4g15%2C transcript variant X2;transcript_id=XM_038014802.2
NC_085119.1	11926555	11936802	+	rna-XM_062671892.1	XM_062671892.1	XM_062671892.1	LOC119628325	cytochrome P450 4g15, transcript variant X1	mRNA	ID=rna-XM_062671892.1;Parent=gene-LOC119628325;Dbxref=GeneID:119628325,GenBank:XM_062671892.1;Name=XM_062671892.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC119628325;model_evidence=Supporting evidence includes similarity to: 240 Proteins%2C 1731 long SRA reads;product=cytochrome P450 4g15%2C transcript variant X1;transcript_id=XM_062671892.1
NC_085119.1	11942473	11951685	+	rna-XM_038014717.2	XM_038014717.2	XM_038014717.2	LOC100127115	cytochrome P450, transcript variant X1	mRNA	ID=rna-XM_038014717.2;Parent=gene-LOC100127115;Dbxref=GeneID:100127115,GenBank:XM_038014717.2;Name=XM_038014717.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC100127115;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C 1 EST%2C 223 Proteins%2C 8021 long SRA reads;product=cytochrome P450%2C transcript variant X1;transcript_id=XM_038014717.2
NC_085119.1	11942622	11951683	+	rna-NM_001112750.1	NM_001112750.1	NM_001112750.1	LOC100127115	cytochrome P450	mRNA	ID=rna-NM_001112750.1;Parent=gene-LOC100127115;Dbxref=GeneID:100127115,GenBank:NM_001112750.1;Name=NM_001112750.1;Note=The RefSeq transcript has 37 substitutions%2C 1 non-frameshifting indel compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=LOC100127115;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001112750.1;product=cytochrome P450;transcript_id=NM_001112750.1
NC_085120.1	2887100	2927678	+	rna-XM_021353186.3	XM_021353186.3	XM_021353186.3	LOC101737332	probable cytochrome P450 301a1, mitochondrial	mRNA	ID=rna-XM_021353186.3;Parent=gene-LOC101737332;Dbxref=GeneID:101737332,GenBank:XM_021353186.3;Name=XM_021353186.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737332;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 1 EST%2C 40 Proteins%2C 18 long SRA reads;product=probable cytochrome P450 301a1%2C mitochondrial;transcript_id=XM_021353186.3
NC_085120.1	2941300	2964598	+	rna-NM_001287830.1	NM_001287830.1	NM_001287830.1	CYP49A1	probable cytochrome P450 49a1-like	mRNA	ID=rna-NM_001287830.1;Parent=gene-CYP49A1;Dbxref=GeneID:101737184,GenBank:NM_001287830.1;Name=NM_001287830.1;gbkey=mRNA;gene=CYP49A1;product=probable cytochrome P450 49a1-like;transcript_id=NM_001287830.1
NC_085121.1	6654152	6666752	+	rna-NM_001114868.1	NM_001114868.1	NM_001114868.1	Cyp332a1	cytochrome P450 CYP332A1	mRNA	ID=rna-NM_001114868.1;Parent=gene-Cyp332a1;Dbxref=GeneID:100141432,GenBank:NM_001114868.1;Name=NM_001114868.1;Note=The RefSeq transcript has 2 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp332a1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001114868.1;product=cytochrome P450 CYP332A1;transcript_id=NM_001114868.1
NC_085121.1	16198234	16203157	-	rna-NM_001279385.1	NM_001279385.1	NM_001279385.1	CYP337A2	cytochrome P450 6B1-like	mRNA	ID=rna-NM_001279385.1;Parent=gene-CYP337A2;Dbxref=GeneID:101739293,GenBank:NM_001279385.1;Name=NM_001279385.1;Note=The RefSeq transcript aligns at 99%25 coverage compared to this genomic sequence;end_range=16203157,.;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=CYP337A2;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001279385.1;partial=true;product=cytochrome P450 6B1-like;transcript_id=NM_001279385.1
NC_085121.1	16235845	16239216	-	rna-NM_001111357.1	NM_001111357.1	NM_001111357.1	Cyp337a1	cytochrome P450	mRNA	ID=rna-NM_001111357.1;Parent=gene-Cyp337a1;Dbxref=GeneID:100127027,GenBank:NM_001111357.1;Name=NM_001111357.1;Note=The RefSeq transcript has 4 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp337a1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001111357.1;product=cytochrome P450;transcript_id=NM_001111357.1
NC_085121.1	17358960	17369307	-	rna-XM_021346833.3	XM_021346833.3	XM_021346833.3	LOC101739162	cytochrome P450 9e2	mRNA	ID=rna-XM_021346833.3;Parent=gene-LOC101739162;Dbxref=GeneID:101739162,GenBank:XM_021346833.3;Name=XM_021346833.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101739162;model_evidence=Supporting evidence includes similarity to: 59 Proteins%2C 26 long SRA reads;product=cytochrome P450 9e2;transcript_id=XM_021346833.3
NC_085122.1	9471009	9494376	-	rna-XM_062672840.1	XM_062672840.1	XM_062672840.1	CYP367A1	cytochrome P450 4V2-like, transcript variant X1	mRNA	ID=rna-XM_062672840.1;Parent=gene-CYP367A1;Dbxref=GeneID:101741325,GenBank:XM_062672840.1;Name=XM_062672840.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=CYP367A1;model_evidence=Supporting evidence includes similarity to: 29 Proteins%2C 551 long SRA reads;product=cytochrome P450 4V2-like%2C transcript variant X1;transcript_id=XM_062672840.1
NC_085122.1	9484892	9517125	-	rna-NM_001279379.1	NM_001279379.1	NM_001279379.1	CYP367A1	cytochrome P450 4V2-like	mRNA	ID=rna-NM_001279379.1;Parent=gene-CYP367A1;Dbxref=GeneID:101741325,GenBank:NM_001279379.1;Name=NM_001279379.1;gbkey=mRNA;gene=CYP367A1;product=cytochrome P450 4V2-like;transcript_id=NM_001279379.1
NC_085122.1	12690124	12692126	-	rna-NM_001110536.1	NM_001110536.1	NM_001110536.1	Cyp6ae7	cytochrome P450 CYP6AE7	mRNA	ID=rna-NM_001110536.1;Parent=gene-Cyp6ae7;Dbxref=GeneID:100126551,GenBank:NM_001110536.1;Name=NM_001110536.1;Note=The RefSeq transcript has 11 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp6ae7;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001110536.1;product=cytochrome P450 CYP6AE7;transcript_id=NM_001110536.1
NC_085122.1	12696965	12698664	-	rna-XM_062673174.1	XM_062673174.1	XM_062673174.1	LOC101739111	cytochrome P450 3A19	mRNA	ID=rna-XM_062673174.1;Parent=gene-LOC101739111;Dbxref=GeneID:101739111,GenBank:XM_062673174.1;Name=XM_062673174.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 2 bases in 1 codon;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC101739111;model_evidence=Supporting evidence includes similarity to: 71 Proteins;product=cytochrome P450 3A19;transcript_id=XM_062673174.1
NC_085122.1	12700223	12719025	-	rna-XM_038016272.2	XM_038016272.2	XM_038016272.2	LOC101738966	cytochrome P450 6B5	mRNA	ID=rna-XM_038016272.2;Parent=gene-LOC101738966;Dbxref=GeneID:101738966,GenBank:XM_038016272.2;Name=XM_038016272.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738966;model_evidence=Supporting evidence includes similarity to: 40 Proteins%2C 22 long SRA reads;product=cytochrome P450 6B5;transcript_id=XM_038016272.2
NC_085122.1	12719390	12734705	-	rna-XM_038016273.2	XM_038016273.2	XM_038016273.2	LOC119629670	cytochrome P450 6B5-like	mRNA	ID=rna-XM_038016273.2;Parent=gene-LOC119629670;Dbxref=GeneID:119629670,GenBank:XM_038016273.2;Name=XM_038016273.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC119629670;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C 24 long SRA reads;product=cytochrome P450 6B5-like;transcript_id=XM_038016273.2
NC_085122.1	12735070	12742157	-	rna-XM_012696609.4	XM_012696609.4	XM_012696609.4	LOC101738834	cytochrome P450 6B2	mRNA	ID=rna-XM_012696609.4;Parent=gene-LOC101738834;Dbxref=GeneID:101738834,GenBank:XM_012696609.4;Name=XM_012696609.4;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 2 bases in 1 codon;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738834;model_evidence=Supporting evidence includes similarity to: 70 Proteins%2C 16 long SRA reads;product=cytochrome P450 6B2;transcript_id=XM_012696609.4
NC_085122.1	12750088	12752537	-	rna-NM_001083611.1	NM_001083611.1	NM_001083611.1	Cyp6ae2	cytochrome P450 6ae2	mRNA	ID=rna-NM_001083611.1;Parent=gene-Cyp6ae2;Dbxref=GeneID:100036580,GenBank:NM_001083611.1;Name=NM_001083611.1;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp6ae2;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001083611.1;product=cytochrome P450 6ae2;transcript_id=NM_001083611.1
NC_085122.1	12759903	12763047	-	rna-NM_001141942.1	NM_001141942.1	NM_001141942.1	cyp6a8	cytochrome P450 Cyp6ae21	mRNA	ID=rna-NM_001141942.1;Parent=gene-cyp6a8;Dbxref=GeneID:100196930,GenBank:NM_001141942.1;Name=NM_001141942.1;Note=The RefSeq transcript has 5 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=cyp6a8;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001141942.1;product=cytochrome P450 Cyp6ae21;transcript_id=NM_001141942.1
NC_085123.1	15018608	15040847	-	rna-XM_021348324.3	XM_021348324.3	XM_021348324.3	LOC101742830	cytochrome P450 9e2, transcript variant X2	mRNA	ID=rna-XM_021348324.3;Parent=gene-LOC101742830;Dbxref=GeneID:101742830,GenBank:XM_021348324.3;Name=XM_021348324.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742830;model_evidence=Supporting evidence includes similarity to: 58 Proteins%2C 3 long SRA reads;product=cytochrome P450 9e2%2C transcript variant X2;transcript_id=XM_021348324.3
NC_085123.1	15018608	15040847	-	rna-XM_062673458.1	XM_062673458.1	XM_062673458.1	LOC101742830	cytochrome P450 9e2, transcript variant X1	mRNA	ID=rna-XM_062673458.1;Parent=gene-LOC101742830;Dbxref=GeneID:101742830,GenBank:XM_062673458.1;Name=XM_062673458.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742830;model_evidence=Supporting evidence includes similarity to: 58 Proteins%2C 10 long SRA reads;product=cytochrome P450 9e2%2C transcript variant X1;transcript_id=XM_062673458.1
NC_085123.1	15018608	15040521	-	rna-XM_062673459.1	XM_062673459.1	XM_062673459.1	LOC101742830	cytochrome P450 9e2, transcript variant X3	mRNA	ID=rna-XM_062673459.1;Parent=gene-LOC101742830;Dbxref=GeneID:101742830,GenBank:XM_062673459.1;Name=XM_062673459.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742830;model_evidence=Supporting evidence includes similarity to: 54 Proteins%2C 10 long SRA reads;product=cytochrome P450 9e2%2C transcript variant X3;transcript_id=XM_062673459.1
NC_085123.1	15438576	15446526	+	rna-NM_001114984.1	NM_001114984.1	NM_001114984.1	Cyp9g3	cytochrome P450 9G3	mRNA	ID=rna-NM_001114984.1;Parent=gene-Cyp9g3;Dbxref=GeneID:100141326,GenBank:NM_001114984.1;Name=NM_001114984.1;Note=The RefSeq transcript has 1 substitution%2C 1 non-frameshifting indel compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp9g3;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001114984.1;product=cytochrome P450 9G3;transcript_id=NM_001114984.1
NC_085123.1	16001075	16013164	-	rna-NM_001083610.1	NM_001083610.1	NM_001083610.1	Cyp9a20	cytochrome P450 9a20	mRNA	ID=rna-NM_001083610.1;Parent=gene-Cyp9a20;Dbxref=GeneID:100036579,GenBank:NM_001083610.1;Name=NM_001083610.1;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp9a20;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001083610.1;product=cytochrome P450 9a20;transcript_id=NM_001083610.1
NC_085123.1	16017879	16032151	-	rna-NM_001109934.1	NM_001109934.1	NM_001109934.1	Cyp9a19	cytochrome P450	mRNA	ID=rna-NM_001109934.1;Parent=gene-Cyp9a19;Dbxref=GeneID:100126178,GenBank:NM_001109934.1;Name=NM_001109934.1;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp9a19;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001109934.1;product=cytochrome P450;transcript_id=NM_001109934.1
NC_085123.1	16035294	16047429	-	rna-XM_012690569.4	XM_012690569.4	XM_012690569.4	Cyp9a21	cytochrome P450 CYP9A21, transcript variant X3	mRNA	ID=rna-XM_012690569.4;Parent=gene-Cyp9a21;Dbxref=GeneID:100126160,GenBank:XM_012690569.4;Name=XM_012690569.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp9a21;model_evidence=Supporting evidence includes similarity to: 8 mRNAs%2C 33 ESTs%2C 269 Proteins%2C 1212 long SRA reads;product=cytochrome P450 CYP9A21%2C transcript variant X3;transcript_id=XM_012690569.4
NC_085123.1	16035294	16047429	-	rna-XM_038016616.2	XM_038016616.2	XM_038016616.2	Cyp9a21	cytochrome P450 CYP9A21, transcript variant X1	mRNA	ID=rna-XM_038016616.2;Parent=gene-Cyp9a21;Dbxref=GeneID:100126160,GenBank:XM_038016616.2;Name=XM_038016616.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp9a21;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C 33 ESTs%2C 88 Proteins%2C 919 long SRA reads;product=cytochrome P450 CYP9A21%2C transcript variant X1;transcript_id=XM_038016616.2
NC_085123.1	16035294	16045875	-	rna-XM_062673182.1	XM_062673182.1	XM_062673182.1	Cyp9a21	cytochrome P450 CYP9A21, transcript variant X4	mRNA	ID=rna-XM_062673182.1;Parent=gene-Cyp9a21;Dbxref=GeneID:100126160,GenBank:XM_062673182.1;Name=XM_062673182.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp9a21;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C 2 ESTs%2C 269 Proteins%2C 581 long SRA reads;product=cytochrome P450 CYP9A21%2C transcript variant X4;transcript_id=XM_062673182.1
NC_085123.1	16035294	16045875	-	rna-XM_038016617.2	XM_038016617.2	XM_038016617.2	Cyp9a21	cytochrome P450 CYP9A21, transcript variant X2	mRNA	ID=rna-XM_038016617.2;Parent=gene-Cyp9a21;Dbxref=GeneID:100126160,GenBank:XM_038016617.2;Name=XM_038016617.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp9a21;model_evidence=Supporting evidence includes similarity to: 2 ESTs%2C 88 Proteins%2C 524 long SRA reads;product=cytochrome P450 CYP9A21%2C transcript variant X2;transcript_id=XM_038016617.2
NC_085123.1	16035850	16045414	-	rna-NM_001109924.1	NM_001109924.1	NM_001109924.1	Cyp9a21	cytochrome P450 CYP9A21	mRNA	ID=rna-NM_001109924.1;Parent=gene-Cyp9a21;Dbxref=GeneID:100126160,GenBank:NM_001109924.1;Name=NM_001109924.1;Note=The RefSeq transcript has 5 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp9a21;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001109924.1;product=cytochrome P450 CYP9A21;transcript_id=NM_001109924.1
NC_085123.1	16141164	16153678	+	rna-XM_038016615.2	XM_038016615.2	XM_038016615.2	Cyp9a22	cytochrome P450 CYP9A22, transcript variant X1	mRNA	ID=rna-XM_038016615.2;Parent=gene-Cyp9a22;Dbxref=GeneID:100124424,GenBank:XM_038016615.2;Name=XM_038016615.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp9a22;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C 1 EST%2C 364 Proteins%2C 969 long SRA reads;product=cytochrome P450 CYP9A22%2C transcript variant X1;transcript_id=XM_038016615.2
NC_085123.1	16141213	16153678	+	rna-NM_001102464.2	NM_001102464.2	NM_001102464.2	Cyp9a22	cytochrome P450 CYP9A22	mRNA	ID=rna-NM_001102464.2;Parent=gene-Cyp9a22;Dbxref=GeneID:100124424,GenBank:NM_001102464.2;Name=NM_001102464.2;Note=The RefSeq transcript has 2 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp9a22;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001102464.2;product=cytochrome P450 CYP9A22;transcript_id=NM_001102464.2
NC_085123.1	16141215	16153678	+	rna-XM_062673181.1	XM_062673181.1	XM_062673181.1	Cyp9a22	cytochrome P450 CYP9A22, transcript variant X2	mRNA	ID=rna-XM_062673181.1;Parent=gene-Cyp9a22;Dbxref=GeneID:100124424,GenBank:XM_062673181.1;Name=XM_062673181.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp9a22;model_evidence=Supporting evidence includes similarity to: 5 mRNAs%2C 1 EST%2C 364 Proteins%2C 890 long SRA reads;product=cytochrome P450 CYP9A22%2C transcript variant X2;transcript_id=XM_062673181.1
NC_085124.1	10408680	10415461	-	rna-NM_001127720.1	NM_001127720.1	NM_001127720.1	Cyp339a1	cytochrome P450 CYP339A1	mRNA	ID=rna-NM_001127720.1;Parent=gene-Cyp339a1;Dbxref=GeneID:100158252,GenBank:NM_001127720.1;Name=NM_001127720.1;gbkey=mRNA;gene=Cyp339a1;product=cytochrome P450 CYP339A1;transcript_id=NM_001127720.1
NC_085125.1	6228409	6231590	+	rna-NM_001279415.2	NM_001279415.2	NM_001279415.2	CYP340	uncharacterized LOC101745204	mRNA	ID=rna-NM_001279415.2;Parent=gene-CYP340;Dbxref=GeneID:101745204,GenBank:NM_001279415.2;Name=NM_001279415.2;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=CYP340;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001279415.2;product=uncharacterized LOC101745204;transcript_id=NM_001279415.2
NC_085125.1	9504837	9509717	+	rna-XM_038017659.2	XM_038017659.2	XM_038017659.2	LOC105842283	probable cytochrome P450 49a1	mRNA	ID=rna-XM_038017659.2;Parent=gene-LOC105842283;Dbxref=GeneID:105842283,GenBank:XM_038017659.2;Name=XM_038017659.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC105842283;model_evidence=Supporting evidence includes similarity to: 36 Proteins%2C 8 long SRA reads;product=probable cytochrome P450 49a1;transcript_id=XM_038017659.2
NC_085127.1	544572	546613	+	rna-NM_001079667.1	NM_001079667.1	NM_001079667.1	Cyp6ab4	cytochrome P450 6AB4	mRNA	ID=rna-NM_001079667.1;Parent=gene-Cyp6ab4;Dbxref=GeneID:780858,GenBank:NM_001079667.1;Name=NM_001079667.1;Note=The RefSeq transcript has 2 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp6ab4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001079667.1;product=cytochrome P450 6AB4;transcript_id=NM_001079667.1
NC_085127.1	570645	573089	+	rna-XM_012689784.4	XM_012689784.4	XM_012689784.4	LOC101745954	cytochrome P450 6B2	mRNA	ID=rna-XM_012689784.4;Parent=gene-LOC101745954;Dbxref=GeneID:101745954,GenBank:XM_012689784.4;Name=XM_012689784.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101745954;model_evidence=Supporting evidence includes similarity to: 119 Proteins%2C 1359 long SRA reads;product=cytochrome P450 6B2;transcript_id=XM_012689784.4
NC_085127.1	9531214	9539508	-	rna-XM_062674536.1	XM_062674536.1	XM_062674536.1	Cyp6b29	cytochrome P450 Cyp6b29, transcript variant X2	mRNA	ID=rna-XM_062674536.1;Parent=gene-Cyp6b29;Dbxref=GeneID:100127122,GenBank:XM_062674536.1;Name=XM_062674536.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp6b29;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 192 Proteins%2C 337 long SRA reads;product=cytochrome P450 Cyp6b29%2C transcript variant X2;transcript_id=XM_062674536.1
NC_085127.1	9531214	9539497	-	rna-XM_062674537.1	XM_062674537.1	XM_062674537.1	Cyp6b29	cytochrome P450 Cyp6b29, transcript variant X3	mRNA	ID=rna-XM_062674537.1;Parent=gene-Cyp6b29;Dbxref=GeneID:100127122,GenBank:XM_062674537.1;Name=XM_062674537.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp6b29;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 192 Proteins%2C 333 long SRA reads;product=cytochrome P450 Cyp6b29%2C transcript variant X3;transcript_id=XM_062674537.1
NC_085127.1	9531214	9539483	-	rna-XM_062674538.1	XM_062674538.1	XM_062674538.1	Cyp6b29	cytochrome P450 Cyp6b29, transcript variant X4	mRNA	ID=rna-XM_062674538.1;Parent=gene-Cyp6b29;Dbxref=GeneID:100127122,GenBank:XM_062674538.1;Name=XM_062674538.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp6b29;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 192 Proteins%2C 340 long SRA reads;product=cytochrome P450 Cyp6b29%2C transcript variant X4;transcript_id=XM_062674538.1
NC_085127.1	9531214	9539475	-	rna-XM_062674535.1	XM_062674535.1	XM_062674535.1	Cyp6b29	cytochrome P450 Cyp6b29, transcript variant X1	mRNA	ID=rna-XM_062674535.1;Parent=gene-Cyp6b29;Dbxref=GeneID:100127122,GenBank:XM_062674535.1;Name=XM_062674535.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp6b29;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 192 Proteins%2C 331 long SRA reads;product=cytochrome P450 Cyp6b29%2C transcript variant X1;transcript_id=XM_062674535.1
NC_085127.1	9531214	9539466	-	rna-XM_062674539.1	XM_062674539.1	XM_062674539.1	Cyp6b29	cytochrome P450 Cyp6b29, transcript variant X5	mRNA	ID=rna-XM_062674539.1;Parent=gene-Cyp6b29;Dbxref=GeneID:100127122,GenBank:XM_062674539.1;Name=XM_062674539.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp6b29;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 192 Proteins%2C 330 long SRA reads;product=cytochrome P450 Cyp6b29%2C transcript variant X5;transcript_id=XM_062674539.1
NC_085127.1	9531712	9535320	-	rna-NM_001112755.1	NM_001112755.1	NM_001112755.1	Cyp6b29	cytochrome P450 Cyp6b29	mRNA	ID=rna-NM_001112755.1;Parent=gene-Cyp6b29;Dbxref=GeneID:100127122,GenBank:NM_001112755.1;Name=NM_001112755.1;Note=The RefSeq transcript has 18 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp6b29;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001112755.1;product=cytochrome P450 Cyp6b29;transcript_id=NM_001112755.1
NC_085127.1	10355834	10360951	+	rna-NM_001111356.1	NM_001111356.1	NM_001111356.1	Cyp6au1	cytochrome P450 Cyp6AU1	mRNA	ID=rna-NM_001111356.1;Parent=gene-Cyp6au1;Dbxref=GeneID:100127026,GenBank:NM_001111356.1;Name=NM_001111356.1;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp6au1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001111356.1;product=cytochrome P450 Cyp6AU1;transcript_id=NM_001111356.1
