Family	GeneID	HistoricalFinal	TranscriptCount	Dan_mg1	Dan_mg2	Dan_mg3	Mul_mg1	Mul_mg2	Mul_mg3	Archived_Dan_mean	Archived_Mul_mean	Archived_Delta_Mul_minus_Dan	Best_padj	RepresentativePeptide	PeptideLength	DomainClassification	DomainReason	Domains	DomainDescriptions	SecondPassRecommendation	SecondPassReason	ABCTriage	ABCTriageReason	ProfileHMMHit	NovelProfileHMMHit	ReferenceHit_E1e3	ReferenceHit_E1e5_Cov40	BestFamilyReference	BestFamilyReferenceEvalue	BestFamilyReferenceBitscore	BestFamilyReferenceIdentity	BestFamilyReferenceQcov	BestFamilyReferenceScov	SwissProtTopID	SwissProtTopTitle	SwissProtTopEvalue	SwissProtTopBitscore	SwissProtTopIdentity	SwissProtTopQcov	SwissProtTopScov	PROSITE_Pruned_Count	PROSITE_Full_Count	SimilarityComponent	SimilarityComponentSize
GST	TRINITY_DN1970_c0_g1	no	11	5.094472	11.616484999999999	5.222049	23.655359999999998	8.541786	9.035599	6.464061320000001	13.133271740000001	6.669210420000001	3.69601050356004e-05	TRINITY_DN1970_c0_g1_i1.p1	241	provisional_HQ_domain	family_defining_domain_detected	IPR004045;PF13410;PF13417	Glutathione S-transferase, C-terminal domain;Glutathione S-transferase, N-terminal;Glutathione S-transferase, N-terminal domain					True	False	True	True	Spodoptera|XP_035453953.1	1.26e-175	474.0	94.583	100.0	100.0	sp|Q9VSL3|SEPIA_DROME	sp|Q9VSL3|SEPIA_DROME Pyrimidodiazepine synthase OS=Drosophila melanogaster OX=7227 GN=se PE=1 SV=1	1.16e-48	163.0	41.0	85.41666666666667	84.36213991769547	0	0	GST_C007	1
GST	TRINITY_DN2000_c0_g1	no	7	2.690121	3.440723	2.542366	3.552317	3.710394	4.959569	2.848356	4.0044334	1.1560774	2.82738998239772e-06	TRINITY_DN2000_c0_g1_i17.p1	389	review	no_family_defining_domain_in_current_core_table	IPR002109;PF00462	Glutaredoxin	exclude_from_canonical_detox_GST	alternative protein family; no canonical cytosolic GST domain			True	False	True	True	Spodoptera|XP_035431091.1	0.0	710.0	87.113	91.5094	100.0	sp|Q9N0A4|PGES2_MACFA	sp|Q9N0A4|PGES2_MACFA Prostaglandin E synthase 2 OS=Macaca fascicularis OX=9541 GN=PTGES2 PE=1 SV=1	3.35e-79	252.0	48.2	66.0377358490566	74.27055702917772	0	0	GST_C008	1
GST	TRINITY_DN2379_c0_g3	no	4	7.154753	7.283024999999999	5.475772	10.123603000000001	10.791783	8.334092	5.507987340000001	8.03287194	2.524884599999999	0.978564835772076	TRINITY_DN2379_c0_g3_i3.p1	174	provisional_HQ_domain	family_defining_domain_detected	IPR004046;PF00043	Glutathione S-transferase, C-terminal;Glutathione S-transferase, C-terminal domain					True	False	True	True	Spodoptera|XP_035435228.2	2.7e-106	293.0	79.769	100.0	100.581	sp|O43324|MCA3_HUMAN	sp|O43324|MCA3_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1	4.25e-11	61.6	33.1	69.94219653179191	69.54022988505747	0	0	GST_C009	1
GST	TRINITY_DN2529_c0_g1	no	9	3.54014	4.39028	2.882027	3.546255	3.675426	4.953489	3.15394726	3.70495926	0.5510120000000001	0.0195639742080472	TRINITY_DN2529_c0_g1_i19.p1	260	review	no_family_defining_domain_in_current_core_table	IPR019564;IPR033468;PF10568;PF17171	Glutathione S-transferase, C-terminal domain;Metaxin, glutathione S-transferase domain;Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain;Outer mitochondrial membrane transport complex protein	exclude_from_canonical_detox_GST	alternative protein family; no canonical cytosolic GST domain			True	False	True	True	Bmori|XP_062528878.1	0.0	499.0	88.803	100.0	100.0	sp|Q2L969|MTX2_PIG	sp|Q2L969|MTX2_PIG Metaxin-2 OS=Sus scrofa OX=9823 GN=MTX2 PE=2 SV=1	1.04e-91	274.0	53.0	96.91119691119691	94.00749063670412	0	0	GST_C010	1
UGT	TRINITY_DN11717_c0_g2	yes	3	1.033641	1.061489	5.289692	2.296463	1.016772	0.901815	2.36924672	1.26559186	-1.10365486	0.686565426763939	TRINITY_DN11717_c0_g2_i2.p1	541	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_035449983.2	0.0	1003.0	88.683	99.8148	100.0	sp|A0A291PQF1|UGT5_DACCO	sp|A0A291PQF1|UGT5_DACCO UDP-glycosyltransferase UGT5 OS=Dactylopius coccus OX=765876 GN=UGT5 PE=1 SV=1	1.65e-91	293.0	35.1	91.85185185185185	94.29657794676807	1	9	UGT_C001	15
UGT	TRINITY_DN12106_c1_g5	no	1	0.123093	0.154383	0.314569	0.0	0.0	0.0	0.17465181999999999	0.0	-0.17465181999999999		TRINITY_DN12106_c1_g5_i1.p1	132	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	False	Spodoptera|XP_035454584.2	2.19e-67	205.0	71.756	99.2424	25.2896	sp|A0A291PQF1|UGT5_DACCO	sp|A0A291PQF1|UGT5_DACCO UDP-glycosyltransferase UGT5 OS=Dactylopius coccus OX=765876 GN=UGT5 PE=1 SV=1	5e-32	121.0	43.5	93.93939393939394	23.574144486692017	0	0	UGT_C002	7
UGT	TRINITY_DN1342_c0_g2	no	6	2.363133	4.55262	2.80302	3.7963739999999997	2.714908	3.186201	2.82394728	2.7834264	-0.04052087999999987	0.478976028412385	TRINITY_DN1342_c0_g2_i6.p1	301	review	no_family_defining_domain_in_current_core_table	IPR001584;IPR005027;PF00665;PF03360	Glycosyl transferase, family 43;Glycosyltransferase family 43;Integrase core domain;Integrase, catalytic core	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			True	False	True	True	Spodoptera|XP_035437320.1	0.0	554.0	87.0	100.0	100.0	sp|Q09363|SQV8_CAEEL	sp|Q09363|SQV8_CAEEL Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase sqv-8 OS=Caenorhabditis elegans OX=6239 GN=sqv-8 PE=1 SV=1	5.69e-79	246.0	53.4	83.66666666666667	70.50561797752809	0	0	UGT_C003	2
UGT	TRINITY_DN13580_c0_g1	no	2	0.129683	0.217209	0.175213	0.214099	0.062315	0.115995	0.15758909999999998	0.13356122	-0.024027879999999974	0.999999010765626	TRINITY_DN13580_c0_g1_i1.p1	345	review	no_family_defining_domain_in_current_core_table	IPR005027;PF03360	Glycosyl transferase, family 43;Glycosyltransferase family 43	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			True	False	True	True	Spodoptera|XP_035430162.1	0.0	548.0	75.0	100.0	98.2857	sp|Q9VLA1|B3G2S_DROME	sp|Q9VLA1|B3G2S_DROME Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase S OS=Drosophila melanogaster OX=7227 GN=GlcAT-S PE=1 SV=2	6.71e-100	303.0	49.5	88.66279069767442	74.5721271393643	0	0	UGT_C003	2
UGT	TRINITY_DN16531_c0_g1	no	4	0.100847	0.7889349999999999	0.348314	0.382125	0.22200199999999998	0.29913100000000004	0.43546715999999996	0.27747436	-0.1579928	0.999999010765626	TRINITY_DN16531_c0_g1_i1.p1	569	review	no_family_defining_domain_in_current_core_table	IPR002654;PF01755;PF13704	Glycosyl transferase family 2;Glycosyl transferase, family 25;Glycosyltransferase family 25 (LPS biosynthesis protein)	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			True	False	True	True	Spodoptera|XP_035438682.2	0.0	1008.0	84.534	100.176	100.53	sp|Q7Q021|GLT25_ANOGA	sp|Q7Q021|GLT25_ANOGA Glycosyltransferase 25 family member OS=Anopheles gambiae OX=7165 GN=AGAP012208 PE=3 SV=4	2.57e-194	560.0	51.4	94.8943661971831	91.04729729729729	0	0	UGT_C004	1
UGT	TRINITY_DN1687_c0_g1	no	13	6.278254	8.758454	5.843915	10.933138	8.49745	10.407913	6.67223908	9.58825296	2.9160138800000004	0.0802550122365503	TRINITY_DN1687_c0_g1_i11.p1	216	review	no_family_defining_domain_in_current_core_table	IPR007052;IPR007699;PF04969;PF05002	CS domain;SGS domain	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			True	False	True	True	Spodoptera|XP_035456266.1	1.31e-131	362.0	86.111	100.465	100.0	sp|Q9CX34|SGT1_MOUSE	sp|Q9CX34|SGT1_MOUSE Protein SGT1 homolog OS=Mus musculus OX=10090 GN=Sugt1 PE=1 SV=3	2.53e-59	192.0	47.3	96.27906976744185	61.607142857142854	0	0	UGT_C005	1
UGT	TRINITY_DN1689_c0_g1	yes	2	7.946454	25.276881000000003	31.249921	19.923954000000002	35.437479999999994	28.001607	19.1803864	23.5762124	4.395826	0.999999010765626	TRINITY_DN1689_c0_g1_i2.p1	519	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_050559575.1	0.0	727.0	67.761	100.0	99.6154	sp|A0A291PQF1|UGT5_DACCO	sp|A0A291PQF1|UGT5_DACCO UDP-glycosyltransferase UGT5 OS=Dactylopius coccus OX=765876 GN=UGT5 PE=1 SV=1	6.16e-58	204.0	29.4	98.45559845559846	96.95817490494296	0	0	UGT_C001	15
UGT	TRINITY_DN1689_c0_g2	yes	1	2.129996	5.287048	2.54413	5.08407	7.978708	3.531019	2.9364888000000002	4.793631400000001	1.8571426000000004	0.999999010765626	TRINITY_DN1689_c0_g2_i1.p1	475	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_050559575.1	0.0	727.0	72.059	100.211	91.5385	sp|A0A291PQH4|UGT2_DACCO	sp|A0A291PQH4|UGT2_DACCO UDP-glucosyltransferase 2 OS=Dactylopius coccus OX=765876 GN=UTG2 PE=1 SV=1	6.49e-59	205.0	31.1	96.0	88.54368932038835	0	0	UGT_C001	15
UGT	TRINITY_DN1689_c1_g1	yes	8	3.755762	34.745565	98.791162	11.957431	57.602584	21.360155	44.54200248	28.43074128	-16.1112612	0.0172533878476727	TRINITY_DN1689_c1_g1_i4.p1	518	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_050559578.1	0.0	711.0	64.535	99.8066	100.389	sp|A0A291PQH4|UGT2_DACCO	sp|A0A291PQH4|UGT2_DACCO UDP-glucosyltransferase 2 OS=Dactylopius coccus OX=765876 GN=UTG2 PE=1 SV=1	2.76e-65	223.0	27.8	100.77369439071566	101.16504854368932	0	0	UGT_C001	15
UGT	TRINITY_DN17113_c0_g1	yes	7	9.654888	29.005478999999998	2.489756	12.190077	9.98659	5.387942	13.304594079999998	8.16481936	-5.139774719999998	0.970862622007033	TRINITY_DN17113_c0_g1_i16.p1	511	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_035458622.2	0.0	810.0	76.078	100.0	100.394	sp|A0A291PQF1|UGT5_DACCO	sp|A0A291PQF1|UGT5_DACCO UDP-glycosyltransferase UGT5 OS=Dactylopius coccus OX=765876 GN=UGT5 PE=1 SV=1	3.36e-96	304.0	36.2	100.19607843137256	97.14828897338403	0	0	UGT_C001	15
UGT	TRINITY_DN18424_c0_g1	yes	1	0.368825	0.093295	0.182206	0.083295	0.255039	0.277485	0.1947838	0.18156578	-0.013218019999999997	0.999999010765626	TRINITY_DN18424_c0_g1_i1.p1	522	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_035440285.2	0.0	907.0	81.538	99.8081	99.8081	sp|A0A291PQF1|UGT5_DACCO	sp|A0A291PQF1|UGT5_DACCO UDP-glycosyltransferase UGT5 OS=Dactylopius coccus OX=765876 GN=UGT5 PE=1 SV=1	2.65e-91	291.0	32.5	96.3531669865643	95.43726235741445	0	0	UGT_C001	15
UGT	TRINITY_DN20280_c0_g1	no	1	0.059255	0.635531	0.786593	1.558065	2.007727	0.523187	0.4577129999999999	1.2147058	0.7569928	0.986725128544583	TRINITY_DN20280_c0_g1_i1.p1	135	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	False	Spodoptera|XP_035454998.2	2.28e-85	251.0	87.407	100.0	25.9117	sp|Q9GLD9|UDB33_MACMU	sp|Q9GLD9|UDB33_MACMU UDP-glucuronosyltransferase 2B33 OS=Macaca mulatta OX=9544 GN=UGT2B33 PE=1 SV=1	2.3e-34	127.0	44.4	100.0	25.519848771266542	0	0	UGT_C002	7
UGT	TRINITY_DN20280_c1_g1	no	5	5.658831	9.306498000000001	4.218475	3.370591	2.78133	1.9501959999999998	5.76834356	2.31758806	-3.4507555	0.196840109634686	TRINITY_DN20280_c1_g1_i3.p1	186	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	False	Spodoptera|XP_035454584.2	1.62e-93	275.0	70.968	100.541	35.9073	sp|Q9GLD9|UDB33_MACMU	sp|Q9GLD9|UDB33_MACMU UDP-glucuronosyltransferase 2B33 OS=Macaca mulatta OX=9544 GN=UGT2B33 PE=1 SV=1	3.98e-38	140.0	44.1	78.37837837837837	27.410207939508506	0	0	UGT_C002	7
UGT	TRINITY_DN21024_c0_g1	no	3	0.21420499999999998	0.121119	0.037355	0.281326	0.056718	0.096835	0.12194452	0.14691198	0.024967459999999997	0.999999010765626	TRINITY_DN21024_c0_g1_i1.p1	323	review	no_family_defining_domain_in_current_core_table	PF13896	Glycosyl-transferase for dystroglycan	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			True	False	True	True	Bmori|XP_021203793.2	0.0	617.0	90.0	99.3789	71.5884	sp|Q5EA01|B4GA1_BOVIN	sp|Q5EA01|B4GA1_BOVIN Beta-1,4-glucuronyltransferase 1 OS=Bos taurus OX=9913 GN=B4GAT1 PE=2 SV=2	4.96e-35	134.0	32.0	100.93167701863354	78.3132530120482	0	0	UGT_C006	1
UGT	TRINITY_DN2328_c0_g1	yes	3	1.776133	3.1264279999999998	1.2443469999999999	3.89707	5.439541	4.151612	1.80073744	3.7878526	1.9871151599999999	0.717571469829323	TRINITY_DN2328_c0_g1_i1.p1	528	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_050556017.1	0.0	726.0	67.787	96.0152	48.7007	sp|A0A291PQH4|UGT2_DACCO	sp|A0A291PQH4|UGT2_DACCO UDP-glucosyltransferase 2 OS=Dactylopius coccus OX=765876 GN=UTG2 PE=1 SV=1	6.89e-65	222.0	30.1	93.92789373814041	96.11650485436893	0	0	UGT_C001	15
UGT	TRINITY_DN2332_c0_g1	yes	3	0.37447199999999997	0.875033	1.089035	2.1118669999999997	1.700726	1.204294	0.6992304	1.4128762799999999	0.7136458799999998	0.986502347389427	TRINITY_DN2332_c0_g1_i2.p1	545	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_035437706.2	0.0	1073.0	93.382	100.0	100.0	sp|A0A291PQH4|UGT2_DACCO	sp|A0A291PQH4|UGT2_DACCO UDP-glucosyltransferase 2 OS=Dactylopius coccus OX=765876 GN=UTG2 PE=1 SV=1	8.42e-76	251.0	32.0	86.76470588235294	91.6504854368932	0	0	UGT_C001	15
UGT	TRINITY_DN243_c0_g1	yes	7	7.2975710000000005	15.196076999999999	7.986296	11.984983	10.213438	6.244917999999999	9.6431218	9.0479438	-0.5951779999999989	0.947360851330125	TRINITY_DN243_c0_g1_i5.p1	518	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_050550361.1	0.0	901.0	84.263	97.0986	97.2868	sp|A0A291PQH4|UGT2_DACCO	sp|A0A291PQH4|UGT2_DACCO UDP-glucosyltransferase 2 OS=Dactylopius coccus OX=765876 GN=UTG2 PE=1 SV=1	1.59e-92	294.0	34.8	94.39071566731141	94.75728155339806	0	0	UGT_C001	15
UGT	TRINITY_DN28473_c0_g1	no	2	18.415325000000003	23.091063000000002	10.722594	27.299452000000002	32.262144	31.388655	14.983774980000002	24.68898618	9.705211199999999	0.999999010765626	TRINITY_DN28473_c0_g1_i1.p1	436	review	no_family_defining_domain_in_current_core_table	IPR005013;PF03345	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48kDa subunit;Oligosaccharyltransferase 48 kDa subunit beta	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			True	False	True	True	Spodoptera|XP_035436808.1	0.0	856.0	94.713	100.0	100.23	sp|Q24319|OST48_DROME	sp|Q24319|OST48_DROME Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Drosophila melanogaster OX=7227 GN=Ost48 PE=2 SV=2	1.04e-190	540.0	64.5	97.01149425287356	93.98663697104676	0	0	UGT_C007	1
UGT	TRINITY_DN3225_c0_g1	no	9	6.0947189999999996	8.354085	3.221646	11.565831000000001	12.629284	14.98264	5.18613228	11.1582898	5.9721575200000006	0.115753281887342	TRINITY_DN3225_c0_g1_i2.p1	778	review	no_family_defining_domain_in_current_core_table	IPR003674;PF02516	Oligosaccharyl transferase STT3 subunit;Oligosaccharyl transferase, STT3 subunit	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			True	False	True	True	Spodoptera|XP_035449977.1	0.0	1512.0	94.981	100.0	100.0	sp|Q3TDQ1|STT3B_MOUSE	sp|Q3TDQ1|STT3B_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Mus musculus OX=10090 GN=Stt3b PE=1 SV=2	0.0	1082.0	70.8	98.45559845559846	92.95261239368165	0	0	UGT_C008	1
UGT	TRINITY_DN3269_c0_g1	yes	2	0.827584	4.857129	2.404615	5.004505	3.596346	2.7421499999999996	2.5208261	3.3871682	0.8663421000000002	0.999999010765626	TRINITY_DN3269_c0_g1_i2.p1	523	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_035452810.2	0.0	763.0	70.69	100.0	100.0	sp|A0A291PQH4|UGT2_DACCO	sp|A0A291PQH4|UGT2_DACCO UDP-glucosyltransferase 2 OS=Dactylopius coccus OX=765876 GN=UTG2 PE=1 SV=1	2.73e-68	231.0	30.1	100.57471264367815	101.94174757281553	0	0	UGT_C001	15
UGT	TRINITY_DN37939_c0_g1	no	1	0.0	0.11529	0.0	0.584784	0.178017	0.0	0.04161364	0.25236359999999997	0.21074995999999996		TRINITY_DN37939_c0_g1_i1.p1	167	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	False	Spodoptera|XP_035458586.2	1.59e-99	289.0	82.635	100.0	32.3643	sp|Q88168|UDPE_NPVSL	sp|Q88168|UDPE_NPVSL Ecdysteroid UDP-glucosyltransferase OS=Spodoptera littoralis nuclear polyhedrosis virus OX=10456 GN=EGT PE=3 SV=1	2.42e-23	98.6	37.9	101.19760479041916	32.81553398058252	0	0	UGT_C002	7
UGT	TRINITY_DN38523_c0_g1	no	1	0.129397	0.0	0.0	0.460268	0.086072	0.0	0.04670552	0.1856504	0.13894488		TRINITY_DN38523_c0_g1_i1.p1	116	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	False	Spodoptera|XP_035454998.2	2.71e-62	191.0	71.552	100.0	22.2649	sp|A0A291PQH4|UGT2_DACCO	sp|A0A291PQH4|UGT2_DACCO UDP-glucosyltransferase 2 OS=Dactylopius coccus OX=765876 GN=UTG2 PE=1 SV=1	1.87e-26	105.0	42.0	96.55172413793103	21.74757281553398	0	0	UGT_C002	7
UGT	TRINITY_DN39303_c0_g1	no	5	0.472639	1.316953	1.200679	0.184577	0.308598	0.158382	0.8991396	0.20742001999999998	-0.69171958	0.093907358915818	TRINITY_DN39303_c0_g1_i5.p1	529	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_035454997.2	0.0	689.0	67.88	88.447	89.4636	sp|P41713|UDPE_NPVLD	sp|P41713|UDPE_NPVLD Ecdysteroid UDP-glucosyltransferase OS=Lymantria dispar multicapsid nuclear polyhedrosis virus OX=10449 GN=EGT PE=3 SV=2	5.73e-90	288.0	34.9	90.15151515151516	94.07114624505928	0	0	UGT_C001	15
UGT	TRINITY_DN41259_c0_g1	no	1	0.0	0.199383	0.015886	0.13243	0.163409	0.133702	0.07550074	0.11740686	0.041906120000000005	0.999999010765626	TRINITY_DN41259_c0_g1_i1.p1	238	review	no_family_defining_domain_in_current_core_table	IPR005828;PF00083	Major facilitator,  sugar transporter-like;Sugar (and other) transporter	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			True	False	True	True	Spodoptera|XP_035456846.2	4.2e-144	405.0	79.832	100.0	47.2222	sp|B0WC46|TRET1_CULQU	sp|B0WC46|TRET1_CULQU Facilitated trehalose transporter Tret1 OS=Culex quinquefasciatus OX=7176 GN=Tret1 PE=3 SV=1	1.24e-19	90.5	27.2	91.17647058823529	41.97292069632495	0	0	UGT_C009	1
UGT	TRINITY_DN5199_c0_g1	yes	1	2.191733	3.018588	3.269663	1.561503	1.421593	3.765416	2.3534316	2.0142884000000003	-0.33914319999999964	0.987899079503749	TRINITY_DN5199_c0_g1_i1.p1	526	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_050559218.1	0.0	752.0	69.583	95.8095	94.9057	sp|A0A291PQF1|UGT5_DACCO	sp|A0A291PQF1|UGT5_DACCO UDP-glycosyltransferase UGT5 OS=Dactylopius coccus OX=765876 GN=UGT5 PE=1 SV=1	7.35e-39	152.0	25.1	92.76190476190476	92.58555133079848	0	0	UGT_C001	15
UGT	TRINITY_DN5252_c0_g3	no	1	1.29303	1.151784	0.048143	1.0726	0.834281	0.916146	0.7760984	0.772581	-0.003517400000000004	0.999999010765626	TRINITY_DN5252_c0_g3_i1.p1	166	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	False	Spodoptera|XP_050554451.1	1.71e-96	281.0	76.506	100.0	32.1705	sp|P36513|UDB14_RABIT	sp|P36513|UDB14_RABIT UDP-glucuronosyltransferase 2B14 OS=Oryctolagus cuniculus OX=9986 GN=UGT2B14 PE=2 SV=1	7.61e-41	146.0	44.0	95.78313253012048	30.0	0	0	UGT_C002	7
UGT	TRINITY_DN566_c0_g2	no	2	1.746635	7.336517	3.519595	27.848549	36.628184000000005	46.396887	4.150674	33.999472000000004	29.848798000000002	0.314695996490341	TRINITY_DN566_c0_g2_i1.p1	492	review	no_family_defining_domain_in_current_core_table	IPR005828;PF00083	Major facilitator,  sugar transporter-like;Sugar (and other) transporter	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			False	False	True	True	Spodoptera|XP_050552501.1	0.0	819.0	84.016	99.389	99.5918	sp|A5LGM7|TRET1_POLVA	sp|A5LGM7|TRET1_POLVA Facilitated trehalose transporter Tret1 OS=Polypedilum vanderplanki OX=319348 GN=Tret1 PE=1 SV=1	6.18e-33	134.0	26.9	97.55600814663951	95.03968253968254	0	0	UGT_C010	1
UGT	TRINITY_DN60107_c0_g1	no	1	0.0	0.0	0.0	0.151394	0.288742	0.0	0.0	0.14095459999999999	0.14095459999999999		TRINITY_DN60107_c0_g1_i1.p1	102	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	False	Spodoptera|XP_035434000.2	3.38e-63	192.0	85.294	100.0	19.3916	sp|A0A291PQH4|UGT2_DACCO	sp|A0A291PQH4|UGT2_DACCO UDP-glucosyltransferase 2 OS=Dactylopius coccus OX=765876 GN=UTG2 PE=1 SV=1	2.53e-13	67.4	34.0	100.98039215686275	20.0	0	0	UGT_C011	1
UGT	TRINITY_DN654_c0_g1	yes	2	9.166821	31.721735000000002	3.038342	34.639143000000004	22.315785	17.459799999999998	14.180633600000002	21.337083800000002	7.1564502	0.999999010765626	TRINITY_DN654_c0_g1_i2.p1	519	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_035452567.1	0.0	806.0	70.841	98.6486	97.7055	sp|A0A291PQH4|UGT2_DACCO	sp|A0A291PQH4|UGT2_DACCO UDP-glucosyltransferase 2 OS=Dactylopius coccus OX=765876 GN=UTG2 PE=1 SV=1	6.42e-69	233.0	30.9	94.2084942084942	94.75728155339806	0	0	UGT_C001	15
UGT	TRINITY_DN6816_c0_g1	yes	6	24.3708	30.029187	29.835898	34.382098	52.662732999999996	41.431509	24.46900026	38.33739582	13.868395559999996	0.950615744526078	TRINITY_DN6816_c0_g1_i13.p1	519	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_035458586.2	0.0	737.0	70.04	97.2973	97.6744	sp|A0A291PQH4|UGT2_DACCO	sp|A0A291PQH4|UGT2_DACCO UDP-glucosyltransferase 2 OS=Dactylopius coccus OX=765876 GN=UTG2 PE=1 SV=1	5.77e-71	238.0	33.4	91.89189189189189	92.42718446601941	0	0	UGT_C001	15
