qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore	qcov	scov
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN9474_c0_g1_i1.p1	24.219	256	795	1452	1.31e-10	57.0	32.2013	17.6309
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN662_c0_g1_i2.p1	23.333	390	795	1516	4.03e-16	74.7	49.0566	25.7256
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN662_c0_g1_i2.p1	25.806	217	795	1516	2.42e-07	46.2	27.2956	14.314
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN4644_c0_g1_i1.p1	27.749	191	795	638	2.97e-15	71.6	24.0252	29.9373
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN9946_c0_g2_i2.p1	28.571	196	795	621	5.40e-15	70.5	24.6541	31.562
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN332_c0_g1_i5.p1	28.421	190	795	698	5.47e-15	70.9	23.8994	27.2206
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN4426_c0_g1_i3.p1	27.559	254	795	707	1.51e-14	69.3	31.9497	35.9264
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN18452_c0_g1_i1.p1	25.773	291	795	1399	2.62e-14	68.9	36.6038	20.8006
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN18452_c0_g1_i1.p1	23.308	266	795	1399	1.15e-12	63.5	33.4591	19.0136
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN20355_c0_g1_i13.p1	29.817	218	795	888	2.20e-13	65.9	27.4214	24.5495
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN1124_c0_g1_i10.p1	25.943	212	795	1273	2.78e-13	65.5	26.6667	16.6536
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN1124_c0_g1_i10.p1	24.464	233	795	1273	2.78e-13	65.5	29.3082	18.3032
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN4709_c2_g1_i1.p1	29.534	193	795	668	2.97e-13	65.1	24.2767	28.8922
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN4518_c0_g1_i1.p1	23.929	280	795	1363	4.11e-13	65.1	35.2201	20.5429
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN4518_c0_g1_i1.p1	22.388	335	795	1363	1.35e-11	60.1	42.1384	24.5781
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN7214_c0_g1_i11.p1	29.534	193	795	655	4.58e-13	64.3	24.2767	29.4656
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN54_c0_g1_i1.p1	23.929	280	795	1379	6.35e-13	64.3	35.2201	20.3046
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN54_c0_g1_i1.p1	26.866	201	795	1379	8.73e-11	57.4	25.283	14.5758
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN12905_c0_g2_i1.p1	28.655	171	795	629	8.65e-13	63.5	21.5094	27.186
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN37894_c0_g1_i1.p1	35.714	84	795	125	3.94e-12	56.6	10.566	67.2
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN13145_c0_g1_i1.p1	26.754	228	795	593	4.69e-12	61.2	28.6792	38.4486
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN12134_c0_g1_i3.p1	25.984	254	795	1395	6.33e-12	61.2	31.9497	18.2079
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN12134_c0_g1_i3.p1	22.449	245	795	1395	1.60e-10	56.6	30.8176	17.5627
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN5424_c0_g1_i1.p1	26.786	224	795	1366	2.77e-11	58.9	28.1761	16.3982
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN5424_c0_g1_i1.p1	20.849	259	795	1366	2.33e-10	56.2	32.5786	18.9605
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN16854_c0_g2_i2.p1	27.570	214	795	548	9.71e-11	57.0	26.9182	39.0511
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN254_c0_g1_i11.p1	25.316	237	795	1595	2.26e-10	56.2	29.8113	14.8589
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN254_c0_g1_i11.p1	22.927	205	795	1595	9.51e-05	37.7	25.7862	12.8527
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN662_c0_g4_i1.p1	23.445	209	795	1345	3.94e-10	55.5	26.2893	15.539
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN662_c0_g4_i1.p1	23.256	215	795	1345	2.28e-07	46.2	27.044	15.9851
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN4830_c1_g1_i1.p1	28.421	190	795	879	1.58e-09	53.1	23.8994	21.6155
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN4830_c1_g1_i1.p1	29.197	137	795	879	1.06e-07	47.4	17.2327	15.5859
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN18075_c0_g1_i1.p1	25.767	163	795	645	3.46e-08	48.5	20.5031	25.2713
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN11773_c0_g1_i7.p1	26.667	120	795	768	1.14e-07	47.0	15.0943	15.625
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN30_c14_g1_i4.p1	27.273	165	795	669	3.35e-06	42.4	20.7547	24.6637
TRINITY_DN1442_c0_g1_i7.p1	TRINITY_DN10989_c0_g1_i5.p1	27.826	115	795	198	1.71e-04	35.8	14.4654	58.0808
TRINITY_DN16854_c0_g1_i1.p1	TRINITY_DN1124_c0_g1_i10.p1	25.862	116	149	1273	8.34e-10	48.5	77.8523	9.11233
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN1124_c0_g1_i10.p1	44.403	536	548	1273	1.01e-141	434	97.8102	42.1053
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN1124_c0_g1_i10.p1	36.914	512	548	1273	7.78e-98	315	93.4307	40.22
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN4426_c0_g1_i3.p1	32.580	531	548	707	2.37e-80	259	96.8978	75.1061
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN33353_c0_g1_i3.p1	32.613	463	548	849	1.16e-62	213	84.4891	54.5347
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN11773_c0_g1_i7.p1	38.272	243	548	768	1.10e-42	155	44.3431	31.6406
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN10989_c0_g1_i5.p1	42.640	197	548	198	1.89e-42	143	35.9489	99.4949
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN18452_c0_g1_i1.p1	26.071	537	548	1399	5.37e-39	145	97.9927	38.3846
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN18452_c0_g1_i1.p1	31.579	228	548	1399	3.37e-26	105	41.6058	16.2974
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN4518_c0_g1_i1.p1	26.655	559	548	1363	1.07e-34	132	102.007	41.0125
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN4518_c0_g1_i1.p1	33.058	242	548	1363	3.36e-24	99.4	44.1606	17.755
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN662_c0_g4_i1.p1	29.773	309	548	1345	5.81e-33	126	56.3869	22.974
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN662_c0_g4_i1.p1	28.028	289	548	1345	4.80e-24	99.0	52.7372	21.487
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN662_c0_g1_i2.p1	32.271	251	548	1516	6.10e-33	126	45.8029	16.5567
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN662_c0_g1_i2.p1	25.794	252	548	1516	6.12e-21	89.4	45.9854	16.6227
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN5424_c0_g1_i1.p1	26.306	517	548	1366	7.91e-32	123	94.3431	37.8477
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN5424_c0_g1_i1.p1	29.386	228	548	1366	1.56e-25	103	41.6058	16.6911
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN54_c0_g1_i1.p1	25.414	543	548	1379	1.99e-31	122	99.0876	39.3764
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN54_c0_g1_i1.p1	30.032	313	548	1379	5.11e-29	114	57.1168	22.6976
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN12134_c0_g1_i3.p1	28.938	273	548	1395	6.65e-29	114	49.8175	19.5699
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN12134_c0_g1_i3.p1	30.734	218	548	1395	1.27e-23	97.8	39.781	15.6272
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN9474_c0_g1_i1.p1	33.065	248	548	1452	9.48e-29	113	45.2555	17.0799
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN9474_c0_g1_i1.p1	29.577	213	548	1452	1.79e-25	103	38.8686	14.6694
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN254_c0_g1_i11.p1	25.787	508	548	1595	7.41e-23	95.5	92.7007	31.8495
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN254_c0_g1_i11.p1	26.203	187	548	1595	2.22e-14	68.2	34.1241	11.7241
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN18570_c0_g1_i2.p1	34.483	145	548	150	9.83e-21	81.6	26.4599	96.6667
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN2350_c0_g1_i14.p1	31.532	222	548	791	5.66e-19	82.8	40.5109	28.0657
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN5175_c0_g1_i3.p1	30.303	231	548	722	2.74e-18	80.5	42.1533	31.9945
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN20355_c0_g1_i13.p1	30.894	246	548	888	3.10e-18	80.5	44.8905	27.7027
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN7214_c0_g1_i11.p1	28.750	240	548	655	1.63e-17	77.8	43.7956	36.6412
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN9037_c0_g1_i11.p1	37.000	200	548	851	6.76e-17	76.3	36.4964	23.5018
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN1442_c0_g1_i7.p1	29.665	209	548	795	6.84e-15	69.7	38.1387	26.2893
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN33832_c0_g1_i10.p1	27.570	214	548	1697	1.08e-14	69.3	39.0511	12.6105
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN33832_c0_g1_i10.p1	24.868	189	548	1697	9.33e-06	40.4	34.4891	11.1373
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN11606_c0_g1_i6.p1	29.245	212	548	1641	2.29e-14	68.2	38.6861	12.919
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN11606_c0_g1_i6.p1	25.654	191	548	1641	1.76e-05	39.7	34.854	11.6392
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN12905_c0_g2_i1.p1	29.661	236	548	629	3.81e-14	67.0	43.0657	37.5199
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN332_c0_g1_i5.p1	31.122	196	548	698	8.02e-14	66.2	35.7664	28.0802
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN264_c0_g1_i11.p1	26.190	210	548	1744	1.34e-13	65.9	38.3212	12.0413
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN264_c0_g1_i11.p1	23.913	184	548	1744	9.67e-07	43.5	33.5766	10.5505
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN4709_c2_g1_i1.p1	25.926	243	548	668	7.33e-13	63.2	44.3431	36.3772
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN4644_c0_g1_i1.p1	27.586	203	548	638	7.58e-13	62.8	37.0438	31.8182
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN30_c14_g1_i4.p1	27.143	210	548	669	2.42e-12	61.2	38.3212	31.3901
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN9946_c0_g2_i2.p1	29.240	171	548	621	2.84e-12	61.2	31.2044	27.5362
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN1142_c1_g1_i12.p1	26.368	201	548	764	6.76e-11	56.6	36.6788	26.3089
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN13145_c0_g1_i1.p1	24.242	231	548	593	2.26e-07	45.4	42.1533	38.9545
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN4830_c1_g1_i1.p1	27.545	167	548	879	3.58e-07	44.7	30.4745	18.9989
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN4830_c1_g1_i1.p1	39.130	46	548	879	4.71e-07	44.3	8.39416	5.23322
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN9986_c0_g1_i1.p1	22.039	363	548	564	1.47e-06	42.7	66.2409	64.3617
TRINITY_DN16854_c0_g2_i2.p1	TRINITY_DN49408_c0_g1_i1.p1	35.185	54	548	151	9.05e-05	35.4	9.85401	35.7616
TRINITY_DN16854_c0_g4_i1.p1	TRINITY_DN1124_c0_g1_i10.p1	23.864	176	214	1273	3.52e-10	51.2	82.243	13.8256
TRINITY_DN16854_c0_g4_i1.p1	TRINITY_DN1124_c0_g1_i10.p1	26.852	108	214	1273	2.60e-06	39.7	50.4673	8.4839
TRINITY_DN16854_c0_g4_i1.p1	TRINITY_DN54_c0_g1_i1.p1	28.378	74	214	1379	2.52e-05	36.6	34.5794	5.36621
TRINITY_DN16854_c0_g5_i1.p2	TRINITY_DN1124_c0_g1_i10.p1	24.752	101	101	1273	1.48e-08	43.1	100	7.93401
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN9946_c0_g2_i2.p1	24.568	521	645	621	3.25e-33	127	80.7752	83.8969
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN7214_c0_g1_i11.p1	22.780	518	645	655	1.32e-30	119	80.3101	79.084
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN332_c0_g1_i5.p1	22.014	586	645	698	2.17e-30	119	90.8527	83.9542
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN4644_c0_g1_i1.p1	27.600	250	645	638	4.14e-27	108	38.7597	39.185
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN12905_c0_g2_i1.p1	23.529	289	645	629	5.93e-27	108	44.8062	45.9459
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN4709_c2_g1_i1.p1	28.326	233	645	668	1.21e-23	97.8	36.124	34.8802
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN13145_c0_g1_i1.p1	26.820	261	645	593	2.91e-21	90.1	40.4651	44.0135
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN33832_c0_g1_i10.p1	23.715	253	645	1697	7.28e-10	53.9	39.2248	14.9087
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN33832_c0_g1_i10.p1	22.072	222	645	1697	1.52e-08	49.7	34.4186	13.0819
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN5175_c0_g1_i3.p1	25.143	175	645	722	1.30e-09	53.1	27.1318	24.2382
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN264_c0_g1_i11.p1	22.026	227	645	1744	5.10e-09	51.2	35.1938	13.0161
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN4426_c0_g1_i3.p1	25.000	228	645	707	1.53e-08	49.7	35.3488	32.2489
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN11606_c0_g1_i6.p1	27.027	148	645	1641	1.99e-08	49.3	22.9457	9.01889
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN11606_c0_g1_i6.p1	26.667	150	645	1641	3.52e-04	35.4	23.2558	9.14077
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN1442_c0_g1_i7.p1	25.641	156	645	795	3.79e-08	48.1	24.186	19.6226
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN2350_c0_g1_i14.p1	27.273	187	645	791	5.37e-08	47.8	28.9922	23.641
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN18452_c0_g1_i1.p1	22.326	215	645	1399	7.94e-08	47.4	33.3333	15.3681
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN18452_c0_g1_i1.p1	41.667	36	645	1399	3.21e-04	35.8	5.5814	2.57327
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN1124_c0_g1_i10.p1	24.454	229	645	1273	1.23e-07	46.6	35.5039	17.989
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN1124_c0_g1_i10.p1	23.009	226	645	1273	7.95e-07	44.3	35.0388	17.7533
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN33353_c0_g1_i3.p1	22.018	218	645	849	4.53e-07	44.7	33.7984	25.6773
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN21780_c0_g1_i1.p1	32.836	67	645	175	7.73e-07	42.0	10.3876	38.2857
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN254_c0_g1_i11.p1	28.090	178	645	1595	9.21e-07	43.9	27.5969	11.1599
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN35371_c0_g2_i1.p1	28.155	103	645	224	1.89e-06	41.6	15.969	45.9821
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN4518_c0_g1_i1.p1	21.429	210	645	1363	2.29e-06	42.7	32.5581	15.4072
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN9474_c0_g1_i1.p1	23.111	225	645	1452	3.47e-06	42.0	34.8837	15.4959
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN662_c0_g4_i1.p1	22.000	200	645	1345	6.29e-06	41.2	31.0078	14.8699
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN49408_c0_g1_i1.p1	50.000	36	645	151	5.04e-05	36.2	5.5814	23.8411
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN5424_c0_g1_i1.p1	20.000	275	645	1366	6.76e-05	37.7	42.6357	20.1318
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN5424_c0_g1_i1.p1	28.378	148	645	1366	5.39e-04	35.0	22.9457	10.8346
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN54_c0_g1_i1.p1	21.053	209	645	1379	2.08e-04	36.2	32.4031	15.1559
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN16854_c0_g2_i2.p1	24.528	159	645	548	2.72e-04	35.8	24.6512	29.0146
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN12134_c0_g1_i3.p1	21.287	202	645	1395	3.13e-04	35.8	31.3178	14.4803
TRINITY_DN18075_c0_g1_i1.p1	TRINITY_DN662_c0_g1_i2.p1	23.148	216	645	1516	5.30e-04	35.0	33.4884	14.248
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN12134_c0_g1_i3.p1	47.138	1415	1399	1395	0.0	1251	101.144	101.434
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN9474_c0_g1_i1.p1	43.064	1384	1399	1452	0.0	1093	98.9278	95.3168
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN5424_c0_g1_i1.p1	42.128	1391	1399	1366	0.0	1093	99.4282	101.83
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN4518_c0_g1_i1.p1	43.148	1423	1399	1363	0.0	1088	101.716	104.402
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN54_c0_g1_i1.p1	40.717	1422	1399	1379	0.0	1081	101.644	103.118
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN662_c0_g4_i1.p1	42.446	1390	1399	1345	0.0	1073	99.3567	103.346
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN662_c0_g1_i2.p1	38.147	928	1399	1516	0.0	616	66.3331	61.2137
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN662_c0_g1_i2.p1	31.017	403	1399	1516	1.93e-56	207	28.8063	26.5831
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN254_c0_g1_i11.p1	30.524	1317	1399	1595	7.89e-164	526	94.1387	82.5705
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN254_c0_g1_i11.p1	28.571	210	1399	1595	2.86e-17	79.7	15.0107	13.1661
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN9986_c0_g1_i1.p1	30.537	596	1399	564	1.83e-80	269	42.6019	105.674
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN20355_c0_g1_i13.p1	27.486	724	1399	888	2.08e-69	244	51.7513	81.5315
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN20355_c0_g1_i13.p1	27.027	222	1399	888	8.56e-16	74.7	15.8685	25
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN4426_c0_g1_i3.p1	27.422	547	1399	707	2.25e-40	152	39.0994	77.3692
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN4426_c0_g1_i3.p1	29.358	218	1399	707	5.87e-22	94.4	15.5826	30.8345
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN1124_c0_g1_i10.p1	23.741	556	1399	1273	1.01e-36	143	39.7427	43.6764
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN1124_c0_g1_i10.p1	24.812	532	1399	1273	2.90e-30	122	38.0272	41.791
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN1124_c0_g1_i10.p1	34.234	222	1399	1273	3.57e-28	115	15.8685	17.4391
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN1124_c0_g1_i10.p1	25.547	274	1399	1273	4.43e-22	95.5	19.5854	21.524
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN33353_c0_g1_i3.p1	22.772	505	1399	849	3.55e-36	140	36.0972	59.4817
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN33353_c0_g1_i3.p1	30.612	245	1399	849	2.27e-28	115	17.5125	28.8575
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN44328_c0_g1_i1.p1	47.321	112	1399	114	1.64e-35	123	8.00572	98.2456
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN16854_c0_g2_i2.p1	26.071	537	1399	548	1.03e-34	133	38.3846	97.9927
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN16854_c0_g2_i2.p1	29.825	228	1399	548	2.46e-19	85.5	16.2974	41.6058
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN11773_c0_g1_i7.p1	33.700	273	1399	768	9.26e-31	122	19.5139	35.5469
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN11773_c0_g1_i7.p1	26.378	254	1399	768	7.89e-18	81.3	18.1558	33.0729
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN9037_c0_g1_i11.p1	31.771	192	1399	851	3.91e-24	101	13.7241	22.5617
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN9037_c0_g1_i11.p1	27.046	281	1399	851	5.63e-22	94.7	20.0858	33.02
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN5175_c0_g1_i3.p1	26.638	229	1399	722	1.82e-13	67.0	16.3688	31.7175
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN5175_c0_g1_i3.p1	26.000	200	1399	722	5.43e-13	65.5	14.2959	27.7008
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN1442_c0_g1_i7.p1	25.773	291	1399	795	2.55e-13	66.6	20.8006	36.6038
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN1442_c0_g1_i7.p1	23.308	266	1399	795	2.63e-10	56.6	19.0136	33.4591
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN30_c14_g1_i4.p1	27.848	158	1399	669	1.80e-12	63.5	11.2938	23.6173
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN30_c14_g1_i4.p1	22.951	244	1399	669	2.65e-07	47.0	17.441	36.4723
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN2350_c0_g1_i14.p1	26.165	279	1399	791	2.53e-12	63.2	19.9428	35.2718
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN2350_c0_g1_i14.p1	25.688	218	1399	791	1.90e-10	57.0	15.5826	27.5601
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN264_c0_g1_i11.p1	27.103	214	1399	1744	2.28e-11	60.5	15.2966	12.2706
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN264_c0_g1_i11.p1	25.980	204	1399	1744	3.33e-08	50.1	14.5818	11.6972
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN264_c0_g1_i11.p1	22.311	251	1399	1744	1.12e-06	45.1	17.9414	14.3922
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN264_c0_g1_i11.p1	27.097	155	1399	1744	1.35e-05	41.6	11.0793	8.88761
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN1142_c1_g1_i12.p1	27.723	202	1399	764	1.95e-10	57.0	14.4389	26.4398
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN1142_c1_g1_i12.p1	24.051	237	1399	764	4.29e-05	39.7	16.9407	31.0209
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN332_c0_g1_i5.p1	23.643	258	1399	698	8.76e-10	55.1	18.4417	36.9628
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN332_c0_g1_i5.p1	24.221	289	1399	698	2.98e-07	46.6	20.6576	41.404
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN7214_c0_g1_i11.p1	24.887	221	1399	655	2.17e-09	53.5	15.797	33.7405
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN7214_c0_g1_i11.p1	24.859	177	1399	655	9.90e-09	51.6	12.6519	27.0229
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN11606_c0_g1_i6.p1	25.373	201	1399	1641	4.71e-09	52.8	14.3674	12.2486
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN11606_c0_g1_i6.p1	25.532	235	1399	1641	1.94e-08	50.8	16.7977	14.3205
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN11606_c0_g1_i6.p1	25.926	216	1399	1641	2.28e-06	43.9	15.4396	13.1627
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN10989_c0_g1_i5.p1	29.730	111	1399	198	8.49e-09	49.3	7.93424	56.0606
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN10989_c0_g1_i5.p1	30.851	94	1399	198	4.06e-06	41.6	6.71909	47.4747
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN12905_c0_g2_i1.p1	26.904	197	1399	629	1.50e-08	50.8	14.0815	31.3196
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN12905_c0_g2_i1.p1	27.027	185	1399	629	2.93e-06	43.5	13.2237	29.4118
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN33832_c0_g1_i10.p1	24.645	211	1399	1697	2.85e-08	50.4	15.0822	12.4337
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN33832_c0_g1_i10.p1	24.731	279	1399	1697	6.86e-08	48.9	19.9428	16.4408
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN33832_c0_g1_i10.p1	25.837	209	1399	1697	3.46e-06	43.5	14.9392	12.3159
TRINITY_DN18452_c0_g1_i1.p1	TRINITY_DN33832_c0_g1_i10.p1	20.087	229	1399	1697	4.15e-05	40.0	16.3688	13.4944
