qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore	qcov	scov
TRINITY_DN5252_c0_g3_i1.p1	TRINITY_DN20280_c0_g1_i1.p1	69.748	119	166	135	1.82e-61	178	71.6867	88.1481
TRINITY_DN5252_c0_g3_i1.p1	TRINITY_DN12106_c1_g5_i1.p1	67.521	117	166	132	6.45e-60	174	70.4819	88.6364
TRINITY_DN5252_c0_g3_i1.p1	TRINITY_DN38523_c0_g1_i1.p1	63.000	100	166	116	3.00e-48	144	60.241	86.2069
TRINITY_DN5252_c0_g3_i1.p1	TRINITY_DN9587_c0_g1_i1.p1	61.290	93	166	149	3.60e-40	125	56.0241	62.4161
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN2328_c0_g1_i1.p1	50.210	476	519	528	6.22e-172	488	91.7148	90.1515
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN3269_c0_g1_i2.p1	47.746	488	519	523	1.17e-161	461	94.027	93.3078
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN1689_c0_g1_i2.p1	36.417	508	519	519	9.17e-104	313	97.8805	97.8805
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN1689_c1_g1_i4.p1	36.842	532	519	518	1.61e-102	310	102.505	102.703
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN5199_c0_g1_i1.p1	33.652	523	519	526	5.76e-100	303	100.771	99.4297
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN1689_c0_g2_i1.p1	36.498	474	519	475	9.65e-98	296	91.3295	99.7895
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN18424_c0_g1_i1.p1	30.339	501	519	522	3.59e-69	223	96.5318	95.977
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN11717_c0_g2_i2.p1	31.866	477	519	541	2.16e-66	216	91.9075	88.1701
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN17113_c0_g1_i16.p1	30.214	513	519	511	3.12e-64	209	98.8439	100.391
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN39303_c0_g1_i5.p1	29.365	504	519	529	7.31e-64	208	97.1098	95.2741
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN87_c1_g3_i5.p1	30.021	483	519	541	1.72e-61	202	93.0636	89.2791
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN2332_c0_g1_i2.p1	27.586	522	519	545	1.17e-60	200	100.578	95.7798
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN6816_c0_g1_i13.p1	28.407	521	519	519	3.70e-60	198	100.385	100.385
TRINITY_DN654_c0_g1_i2.p1	TRINITY_DN243_c0_g1_i5.p1	28.350	515	519	518	6.87e-58	192	99.2293	99.4208
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN243_c0_g1_i5.p1	39.370	508	519	518	3.09e-120	355	97.8805	98.0695
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN17113_c0_g1_i16.p1	35.000	500	519	511	5.80e-112	333	96.3391	97.8474
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN11717_c0_g2_i2.p1	31.800	500	519	541	9.72e-88	272	96.3391	92.4214
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN18424_c0_g1_i1.p1	32.172	488	519	522	7.56e-74	235	94.027	93.4866
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN2328_c0_g1_i1.p1	30.185	540	519	528	2.29e-63	207	104.046	102.273
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN2332_c0_g1_i2.p1	28.455	492	519	545	2.19e-59	197	94.7977	90.2752
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN3269_c0_g1_i2.p1	28.235	510	519	523	5.61e-57	190	98.2659	97.5143
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN87_c1_g3_i5.p1	29.032	465	519	541	1.13e-56	189	89.5954	85.9519
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN654_c0_g1_i2.p1	28.395	486	519	519	1.45e-56	189	93.6416	93.6416
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN1689_c0_g1_i2.p1	29.119	522	519	519	1.36e-54	183	100.578	100.578
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN39303_c0_g1_i5.p1	26.628	522	519	529	1.64e-54	183	100.578	98.6767
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN1689_c0_g2_i1.p1	28.782	476	519	475	6.08e-48	164	91.7148	100.211
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN5199_c0_g1_i1.p1	26.580	538	519	526	1.41e-44	156	103.661	102.281
TRINITY_DN6816_c0_g1_i13.p1	TRINITY_DN1689_c1_g1_i4.p1	25.430	523	519	518	1.92e-39	141	100.771	100.965
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN39303_c0_g1_i5.p1	56.713	499	541	529	0.0	590	92.2366	94.3289
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN18424_c0_g1_i1.p1	30.181	497	541	522	1.20e-79	251	91.8669	95.2107
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN17113_c0_g1_i16.p1	30.556	504	541	511	6.33e-71	228	93.1608	98.6301
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN243_c0_g1_i5.p1	29.645	479	541	518	8.73e-67	217	88.5397	92.471
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN3269_c0_g1_i2.p1	29.817	493	541	523	8.83e-66	214	91.1275	94.2639
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN654_c0_g1_i2.p1	30.189	477	541	519	2.39e-61	202	88.1701	91.9075
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN2332_c0_g1_i2.p1	28.824	510	541	545	1.37e-60	201	94.2699	93.578
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN6816_c0_g1_i13.p1	28.367	490	541	519	3.35e-60	199	90.573	94.4123
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN11717_c0_g2_i2.p1	28.659	492	541	541	1.11e-59	198	90.9427	90.9427
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN2328_c0_g1_i1.p1	29.691	485	541	528	1.80e-58	194	89.6488	91.8561
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN1689_c1_g1_i4.p1	30.237	506	541	518	5.58e-55	185	93.5305	97.6834
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN1689_c0_g1_i2.p1	26.245	522	541	519	6.40e-50	171	96.488	100.578
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN5199_c0_g1_i1.p1	27.613	507	541	526	1.69e-47	164	93.7153	96.3878
TRINITY_DN87_c1_g3_i5.p1	TRINITY_DN1689_c0_g2_i1.p1	27.119	472	541	475	1.29e-45	158	87.2458	99.3684
TRINITY_DN9587_c0_g1_i1.p1	TRINITY_DN20280_c1_g1_i3.p1	56.376	149	149	186	1.01e-60	177	100	80.1075
TRINITY_DN9587_c0_g1_i1.p1	TRINITY_DN20280_c0_g1_i1.p1	68.807	109	149	135	1.78e-57	167	73.1544	80.7407
TRINITY_DN9587_c0_g1_i1.p1	TRINITY_DN38523_c0_g1_i1.p1	58.716	109	149	116	9.88e-54	157	73.1544	93.9655
TRINITY_DN9587_c0_g1_i1.p1	TRINITY_DN5252_c0_g3_i1.p1	61.290	93	149	166	2.03e-44	135	62.4161	56.0241
